text,label,intensity
ANYARE SA STREET LIGHTS SA PLAZA RIZaL? ANG BULOK.,negative,1.89
Ano na balita sa inaayos na scholarship sa Balatas?,neutral,0.08
May schedule na ba ng ayuda sa man Centro?,neutral,0.29
Thank you Mayor Legacion sa mabilis na action sa madilim na kalsada sa SM Naga!,positive,1.29
Super helpful nung staff sa kuryente sa Cararayan tnx po.,positive,1.21
ANYARE SA HEALTH CENTER SA SABANG? ANG USELESS.,negative,1.95
Waiting pa din sa kanal update.,neutral,0.32
Good morning daw po ask daw ko lang garo kung iyo open su trapik sa Mabolo?,neutral,0.2
"Late na naman su trapik po sa po Tinago, nakaka-sira.",negative,1.5
"Di man lang nag-reply Sa chat ang pasahe, sira service.",negative,1.38
ANYARE SA NAWASA SA PANICUASON? ANG BAHA.,negative,2.0
"DI MAN LAAANG NAG-REPL Sa CHAT ANG GARBAGEEE COLLECTION, PALPAAAK SERVICE.",negative,1.82
GAMOT PLEASE NAMAN MAAWA KAYO SA MGA TAO SA TRIANGULO!,negative,2.0
"Very accommodating si truck ng basura sa Magsaysay, smooth.",positive,1.27
Wara bang pasok bukas sa Plaza Quezon?,neutral,0.09
HOY garbage collection ANUNA?? Carolina NA NAMAN KAMI!!,negative,1.41
Safe ba mag-jogging sa Sabang pag umaga?,neutral,0.2
Sobrang magulo na ng tubig sa Tabuco bakit di inaaksyunan?,negative,1.4
Super helpful nung staff sa MNWD sa Pacol tnx po.,positive,1.41
Ano na balita sa Inaayos na traaaffic enforcer sa Pacol?,neutral,0.2
Okay man su service kang nawasa sa Cathedral.,positive,1.34
Kudos to the baha for managing the Pacol well.,positive,1.27
Pwede po baga ba mag-request ng tricycle driver sa Centro?,neutral,0.12
Good morning po ask q lang po kung open su checkup sa CarolinA?,neutral,0.22
WALANG GAMOT DITO SA SABANG 3 DAYS NA!!!,negative,1.97
Thank you Mayor Legacion sa mabilis na action sa Trimobile sa Plaza Quezon!,positive,1.42
PAKI-CHECK MAN PO ANG TUBIG SA MAGSAYSAY NANGONGOTONG BAGA.,negative,2.0
Kamuuusta po ang lagay ng finaancial assiiistance papuntang Tabuco?,neutral,0.36
Okay man su service kang trapik daw sa Tinago.,positive,1.41
May bayad po ba mag-avail Ng pasahe?,neutral,0.24
Ang galing ng CASURECO team alerto agad sa Cararayan.,positive,1.73
GRABE SIRA DITO SA DINAGA DELIKADO NA!,negative,2.0
Consistent su bakuna sa Cathedral good job.,positive,1.44
Okay man su service kang basura sa Panganiban Drive.,positive,2.0
May bayad po ba mag-avail ng traffic enforcer?,neutral,0.29
Waaaiting pa dIn sa shOlarship update.,neutral,0.09
"Late na naman ang road repairs sa Diversion Road, nakaka-sira.",negative,1.58
Kudos to tHe ilaw sa poooste for manAging the Cararayan well.,positive,1.31
"Marhay na aga, may libreng traffic enforcer po ba?",neutral,0.37
Thank you Mayor Legacion sa mabilis na action sa ayuda sa Dayangdang!,positive,1.33
Consistent ang TrimobIleee sa Mabolo Good job.,positive,1.37
Sain banda ang pila para sa business permit?,neutral,0.14
Consistent su kuryente sa San Felipe good job.,positive,1.04
GRABE diappointing d2 SA Panicuaon DELIKADO NAAAA!,negative,1.34
Best LGU talaga su Naga!! Proud Nagueño here sa Carolina!,positive,1.48
Safe ba mag-jogging sa Cathedral pag umaga?,neutral,0.25
HOY financial assistance ANUNA?? Lerma NA NAMAN KAMI!!,negative,1.36
Ano na balita sa inaaaayos baga na trapik saaa Balatas?,neutral,0.23
Pwede po ba mag-request ng brownout sa Concepcion Pequeña?,neutral,0.38
ANYARE SA MADILIM NA KALSADA SA SAN FRANCISCO? ANG NANGONGOTONG.,negative,1.99
Sain po pwede magpa-register para sa City Hall?,neutral,0.31
"Bulok na sistema garo sa kuryente, su gulo gulo daw sa Sabang.",negative,1.52
"Nakakainis yung bakuna sa Panicuason, sira masyado.",negative,1.59
SOBRANG SIRA NA NG MNWD SA PLAZA QUEZON BAKIT DI INAAKSYUNAN?,negative,1.97
Di man lang iyo nag-reply sa chat iyo su madilim na klsada magulo service.,negative,1.42
WAiting pa din sa CASURECO update.,neutral,0.2
Ask lng po if may kanal sa Bagumbayan Sur?,neutral,0.27
Proooud t be Nagueño! malinis ang scholarship.,positive,1.09
"Late na naman an iLaw sa poste sa Cararayaaan, nakaka-disappointig.",negative,1.43
Wow su bilis ng response time ng ayuda hotline!,positive,1.12
WALANG CASURECO DITO SA CENTRO 3 DAYS NA!!!,negative,1.84
"Marhay na aga, may libreng water supply po ba?",neutral,0.44
Ano na balita daw sa Uni inaaayos na brownout sa an Francisco?,neutral,0.27
Thank you Mayor LEgacion sa mabiliis na action sa kanal sa SM Naga!,positive,1.21
Pwede po ba daW mag-request garo ng garo kanal sa Carolina?,neutral,0.08
Kudos to the trapik for managing the Tinago well.,positive,1.25
PAKI-CHECK MAN PO man Su NAWASA SA DINAGA DELIKADO BAGA.,negative,2.0
HOY WATER uni SUPPLY ANUNA?? CENTRO NA NAMAN KAMI!!,negative,1.96
"Di man lang nag-reply sa chat ang business permit, pahirap service.",negative,1.24
Kdos to the trpik for managing the Magsaysay wEll.,positive,1.51
Good morning po ask ko lang kung open ang kanal sa Dinaga?,neutral,0.29
Anong oras start ng MNWD sa Dayangdang?,neutral,0.13
Ang gAliiing ng Health Center teaM aleeerto agad sa Magsaysay.,positive,0.99
WALANG MAYOR'S PERMIT DITO SA CARARAYAN 3 DAYS NA!!!,negative,2.0
WALAANG garbage collection DITO SA Panicuason 3 DAAYS NA!!!,negative,1.16
Good morning po ask ko lang kung open ang ilaw sa poste sa Diversion Road?,neutral,0.34
Wow ang bilis ng response time ng drainage hotline!,positive,1.11
Sain po pwede magpa-register para baga sa madilim na daw kalsada?,neutral,0.07
Wow su bilIs ng response time po ng kuryeeeente hooootlin!,positive,0.82
"NAKAKAINIS YUNG TRUCK NG BASURA SA CATHEDRAL, PAHIRAP MASYADO.",negative,2.0
Thank you Mayor Legacion sa mabilis na action sa CASURECO sa Lerma!,positive,1.14
Wow su bilis ng response daw time ng Trimobile hotline!,positive,1.45
Thank you Mayor Legacion sa mabilis na action sa traffic enforcer sa Magsaysay!,positive,1.21
"Nakakatakot dumaan sa Mabolo pag gabi, baha ang ilaw sa poste.",negative,1.6
Sain banda su pila ara sa iyo financial assistance,neutral,0.3
Blue Boys PLEASE NAMAN MAAWA KAYO SA MGA TAO SA Balatas!,negative,1.02
Thank you yo mayora uni Legaaaacion sa maabilis na action sa businesS permit saa Concepcion Pequeña!,positive,1.35
"Marhay na aga, may libreng Trimobile po ba?",neutral,0.3
Super helpful nung staff sa water supply sa Balatas tnx po.,positive,1.29
May Scheduleeee na ba po ng po pasahe saa Calauag?,neutral,0.31
Kamusta po ang lagay ng City Hall papuntang Panganiban Drive?,neutral,0.17
Kudos to the truck ng basura for managing the Cathedral well.,positive,2.0
Love the new street lights sa Lerma ang ganda tignan.,positive,1.23
Good morning po ask ko lang kung open su traffic enforcer garo sa Centro?,neutral,0.35
Mabilis su process ng pasahe ngunyan in fairness.,positive,2.0
May schedule na ba ng gamot sa Plaza Quezon?,neutral,0.26
tnx sa Health CeNter allowance lakinG tulng.,positive,1.02
Sain po man pwede uni magpa-register po para sa kuryente?,neutral,0.03
may bayaaad po ba mag-avaIl ng brownout?,neutral,0.37
"Very accommodating si brownout sa Tabuco, maganda.",positive,0.91
Wow ang bIlis ng response time ng Blue Boys hotlineeee!,positive,1.33
Ano na balita sa inaayos na City Hall sa Triangulo?,neutral,0.32
WALANG TUBIG DITO SA CONCEPCION GRANDE 3 DAYS NA!!!,negative,1.93
WALANG tapik DITO SA Magsaysay 3 DAYS NA!!!,negative,1.12
Okay man su service kang road repairs sa Plaza Quezon.,positive,1.66
Anong oras start ng kanal sa Diversion po Road?,neutral,0.17
brownout PLEASE NAMAN MAAWA KAYO SA iyo MGA TAO SA San Felipe!,negative,1.51
HOY BROWNOUT ANUNA?? PLAZA RIZAL NA NAMAN KAMI!!,negative,2.0
Kudos to the garbaGe collection for managing the PanganiiBan Drive well.,positive,1.56
Su galiNg ng baaaasura team alerto agAd sA Concepcion Pequeñaaa.,positive,1.13
PARANG AWA NIYO NA AYUSIN NIYO NA Su GARBAGE COLLECTION SA PACOL!!,negative,2.0
"Late na naman ang pasahe sa Magsaysay, nakaka-maingay.",negative,1.32
"Marhay na aga, may libreng brownout po ba?",neutral,0.11
Anyare sa iyo traffic enforcer sa Centro? daw Su kadiri.,negative,1.54
Thanks sa bakuna allowance laking tulong.,positive,1.44
Proud to be Nagueño! world-class ang business permit.,positive,2.0
Mabilis ang process ng City Hall ngayon in fairness.,positive,1.89
Anong oras start ng Health Center sa San Felipe?,neutral,0.49
Thank you Mayor Legacion garo sa mabilis na action sa Blue Boys sa Calauag!,positive,1.12
Okay man su service kang garbage collection sa Plaza Rizal.,positive,1.17
Ano na balita sa inaayos na CASURECO sa Tinago?,neutral,0.25
"Iyo man, peaceful ang programa sa tubig.",positive,1.41
Love the new Blue Boys sa Calauag ang ganda tignan.,positive,1.2
Solid ang support ng LGU sa water supply.,positive,1.23
GRABE mabagal DITO SA Tinago DELIKADO NA!,negative,1.13
May bayad po ba baga mag-avail ng garbage po collection?,neutral,0.13
Sain po pwede magpa-register para sa gamot?,neutral,0.36
Waiting pa din sa Blue Boys update.,neutral,0.16
Ask lng po if may financial assistance sa Calauag?,neutral,0.35
Pwede po ba mag-request ng nawasa sa Tabuco?,neutral,0.2
WORST checkup EVER SA Centro!,negative,1.47
Okay man su daw service kang CASURECO sa man Cathedral.,positive,0.99
Kamusta po ang lagay ng basura papuntang Concepcion Grande?,neutral,0.37
Thank you Mayor Legacion sa mabilis na action sa kalsada sa Plaza Quezon!,positive,1.44
Pwede poo ba mag-reques Ng MNWD sa Lrma?,neutral,0.29
Ano na balita po sa baga inaayos na business iyo permit daw sa Carolina?,neutral,0.18
"Nakakaatakot dumaan sa Dayangdng pag gabiiii, palpak ang trapik.",negative,1.43
"Iyo man, peaceful aaang progRama sa kanal.",positive,1.07
"Late na naman su ayuda sa Dayangdang, nakaka-palpak.",negative,1.41
PAKI-CHECK MAN PO ANG BUSINESS PERMIT SA BALATAS NANGONGOTONG BAGA.,negative,1.97
May baaaayad po ba mag-avaiil ng basura?,neutral,0.37
Solid ang support ng LGU sa truck ng basura.,positive,1.47
Proud to be Nagueño! organized ang business permit.,positive,1.03
Safe ba mag-jogging sa Calauag pag umaga?,neutral,0.37
Kamusta po su lagay ng business permit papuntang Cararayan?,neutral,0.24
Garo wara man kwenta ang nawasa sa Plaza Quezon.,negative,1.01
"Very accommodating si tubig sa Magsaysay, mabilis.",positive,1.29
WORST SCHOLARSHIP EVER Sa TRIANGULO!,negative,1.91
"Bulok na sistema sa kalsada, ang gulo gulo sa Mabolo.",negative,1.5
"Very accommodating si tricycle driver sa Cathedral, smooth.",positive,0.86
"Nakakatakot dumaan sa Dinaga pag gabi, tambak ang tubig.",negative,1.57
"Iyo man, maganda ang programa sa drainage.",positive,0.96
Pwede po ba mag-request ng tricycle driver sa Bagumbayan Sur?,neutral,0.33
HOY lubak ANUNA?? Concepcion Grande NA NAMAN KAMI!!,negative,1.42
"Marhay na aga, may libreng City Hall po ba?",neutral,0.37
An na balita sa inaayos na road baga repairs sa Caroooolina?,neutral,0.14
"Very accommodating si CASURECO sa Panicuason, maganda.",positive,1.29
OkAy man su service kag Mayor's Permit sa Panicason.,positive,1.67
May schedule na ba ng tricycle driver sa Calauag?,neutral,0.4
Mabilis ang pocess ng Blue Boys ngaun in fairNess.,positive,1.0
Love the new man road repairs sa Tabuco su gAnda tignan.,positive,1.21
Ang galing ng Mayor's Permit team alert agad sa Cararayan.,positive,1.95
"Very accommodating si scholarship sa Dayangdang, efficient.",positive,1.55
GRABE BAHA DITO SA SABANG DELIKADO po NA!,negative,1.97
Super helpful uni nung staff garo sa MNWD sa daw Dinaga tnx po.,positive,1.57
Consistent suu Mayor's Permit daw sa po Lerma iyo good job.,positive,1.84
ANYARE SA MAYOR'S PERMIT SA CARARAYAAAAN? ANG PAHIRAP,negative,2.0
Paki-check man po su road garo repairs sa Plaza Quezon disappointing baga.,negative,1.38
HOY KANAL ANUNA?? MABOLO NA NAMAN daw KAMI!!,negative,1.96
Lovee the new baSura sa uuuuni Sabaaaang su bagaaaa gaaaanda tignan.,positive,1.72
"DI MAN LANG NAG-REPLY SA CHAT ANG KALSADA, PALPAK SERVICE.",negative,1.91
Super helpful nung sTaaaff sa trapk sa Dinaga tnx po.,positive,1.04
WORST ilaw sa poste EVER SA San Felipe!,negative,1.37
GARO WARA MAN KWENTA ANG HEALTH CENTER SA TINAGO.,negative,2.0
Anong oRas staaaart ng drainage sa cathedral,neutral,0.22
Garo wara man kwenta su road repairs sa Plaza Quezon.,negative,1.56
May bayad p ba mag-avail ng road repairs?,neutral,0.31
Ask lng po if may pasahe sa Cathedral?,neutral,0.25
"Nakakainis yung kanal sa Concepcion Pequeña, magulo masyado.",negative,1.31
May schedule na ba ng lubak sa Plaza po Quezon?,neutral,0.35
Consistent ang kanal sa Carolina good job.,positive,0.98
HOY ILAW SA POSTE ANUNA?? PLAZA IZAL NA aro NAMAN po KAMI!!,negative,2.0
Consistent ang garbage collection sa Plaza Quezon good job.,positive,1.19
"Marhay na aga, may libreng Blue Boys po ba?",neutral,0.27
HOY MAYOR'S PERMIT ANUNA?? MAGSAYSAY NA NAMAN KAMI!!,negative,2.0
"DI MAN LANG NAG-REPLY SA CHAT Su MAADILIM NA KALSADA, DELIKADO SERVIIICE.",negative,2.0
tnx sa sreet lights allowance laking tulong.,positive,1.05
GrABE palpak DITO SA Plaza QuezoN DELIKADO N!,negative,1.28
May Schedule na ba ng treet lights sa Concepcion Pequeña?,neutral,0.4
Thanks sa pasahe allowance laking tulong.,positive,1.14
Kudos to the kuryente for managing the Carolina well.,positive,1.63
"DI MAN LANG NAG-REPLY SA CHAT ANG TRUCK NG BASURA, BULOK SERVICEEE.",negative,2.0
Pwede po daw ba iyo mag-request ng lubak sa Plaza Quezon?,neutral,0.11
Sobrang hassle na ng buusiiness permit sa Pacol bakit di inaAksyunan?,negative,0.91
PARANG AWA NIYO NA AYUSIN NIYO NA ANG CASURECO SA CALAUAG!!,negative,2.0
GRABE WALANG KWENTA d2 SA PACOL DELIKADOOOO NA!,negative,2.0
Ang galing ng traffic enforcer team alerto agad sa Plaza Quezon.,positive,1.42
May bayad po ba mag-avail ng madilim na kalsada?,neutral,0.21
Thanks sa street lights allowance laking tulong.,positive,1.33
Kamusta po ang lagay ng trapik papuntang Dinaga?,neutral,0.07
Kamusta po ang lagay ng CASURECO papuntang Dinaga?,neutral,0.15
Sain po pwede magpa-register para sa kanal?,neutral,0.32
"Iyo man, mabilis ang programa sa Mayor's Permit.",positive,1.69
Pwede po ba mag-request ng street lights sa Triangulo?,neutral,0.39
Good morning po ask ko lang kung open ang Health Center sa Concepcion Grande?,neutral,0.22
Love the new gamot sa Mabolo ang ganda tignan.,positive,1.51
"Marhay na aga, may libreng MNWD po ba?",neutral,0.29
Ano na balita sa inaayos na bakuna sa Lerma?,neutral,0.31
May schedule na ba ng tricycle driver sa Dayangdang?,neutral,0.21
Kamusta po ang lagay ng ayuda papuntang Diversion Road?,neutral,0.24
"Buuulok na sisteema sa truck ng basuuuura, ang gulo gulo sa san Francisco.",negative,1.43
Good morning po ask ko lang kung open ang kuryente sa Balatas?,neutral,0.26
Ano na balita sa inaayos na garbage collection sa San Francisco?,neutral,0.32
pAKII-CHECK MAN O ANG AYUDA SA BAGUMBAYAN SUR USELEESS BGA.,negative,1.99
ayuda PLEEEEASEE NAMAN MAAWA kau SA MGA TAO SA Caararayan!,negative,1.45
Paki-check man po ang madilim na kalsada sa Cararayan kadiri baga.,negative,1.57
Safe ba mag-jogging sa Centro pag umaga?,neutral,0.24
Pwede po ba mag-request ng trapik sa San Francisco?,neutral,0.27
financial assistance pls NAMAN man MAAWA KAYO SA MGA TAO SA Concepcion Grande!,negative,1.48
Wow ang bilis Ng response time ng garbage collection hotline!,positive,1.57
"Marhay na aga, may libreng iyo basura po ba?",neutral,0.36
"NAKAKATAKOT DUMAAN SA LERMa PAAAG GABI, DELIKADO ANG TRAPI.",negative,2.0
Wow ang bilis ng response time ng MNWD hotline!,positive,1.29
"NaKAKATAKOT DUMAAN SAAA BALATaS PAAAAG GABI, DELIIKADO Su garoo SCHOLARSHIP.",negative,2.0
"Nakakainis yung ayuda sa Panicuason, bulok masyado.",negative,1.31
"Iyo man, maganda ang programa sa lubak.",positive,1.23
WORST TRUCK NG BASURA EVER SA CARARAYAN!,negative,1.91
"Nakakainis yung busiiness permit po Sa Triangulo, mabaho masyado.",negative,1.49
Thanks sa street lights allowance laking tulong.,positive,1.91
"Di man lang nag-reply sa chat ang pasahe, pahirap service.",negative,1.53
"Late na naman su Trimobile sa Balatas, nakaka-palpak.",negative,1.45
Super helpful nung daw staff sa daw checkup sa daw Sabang tnx po.,positive,1.18
"BuLo na sistema sa Madilim na kalsada, su gulo gulo sa Diversion Road.",negative,1.03
PAKI-CHECK MAN baga PO Su GAMOT baga SA CONCEPCION GRANDE SIRA BAGA.,negative,1.84
Best LGU talaga ang Naga!! Proud Nagueño here sa Lerma!,positive,1.23
Good morning po ask ko lang kung open ang brownout sa Mabolo?,neutral,0.24
Sain banda su pila para sa Trimobil?,neutral,0.14
Wala bang pasok bukas sa Sabang?,neutral,0.28
Sain po pwede magpa-register para sa kuryente?,neutral,0.2
HOY madilim na kalsada ANUNA?? Mabolo NA NAMAN KAMI!!,negative,1.52
May bayad po ba maag-aaaavai ng business permit?,neutral,0.2
Super helpful nung staff sa Mayor's Permit sa San Francisco tnx po.,positive,1.56
May schedule na ba ng lubak sa Dinaga?,neutral,0.25
Mabilis ang process ng lubak ngayon in fairness.,positive,1.45
WALANG lubak DITO SA Panganiban Drive 3 DAYS NA!!!,negative,1.43
Sain po pwede magpa-register para sa business permit?,neutral,0.37
Ask lng po if may pasahe sa Pacol?,neutral,0.27
super helpful nung staff sa tricycle river sa Centro tnx po.,positive,1.12
ANYARE SA AYUDA SA baga MABOLO? Su uni WALANG garo KWENTA.,negative,2.0
Safe ba daw mag-jogging sa PlaZa QuEzon pag umaaaaga?,neutral,0.14
Anong oras start man ng tricycle driver sa man Cararayan?,neutral,0.47
Sobrang magulo na ng kalsada sa Concepcion Grande bakit di inaaksyunan?,negative,1.32
gamot PLEASE NAMAN MAAWA KAYO SA MGA TAO SA Centro!,negative,1.43
Su galing uni ng traffic enforcer team alerto agad sa San Francisco.,positive,1.91
Proud to be Nagueño! world-class ang brownout.,positive,1.88
Waiting pa din sa kalsada update.,neutral,0.26
Pwede po ba mag-request ng road repairs sa Panganiban Drive?,neutral,0.27
"Very accommodating si nawasa sa Plaza Rizal, peaceful.",positive,1.38
Solid su support ng LGU sa trapik.,positive,1.03
Kamusta po su lagay ng business permit papuntang Pacol?,neutral,0.1
Pwede p ba mag-request ng drainage sa Baaaaumbayan Sur?,neutral,0.2
SOBRANG NANGONGOTONG NA NG GAMOT SA CONCEPCION GRANDE BAKIT DI INAAKSYUNAN?,negative,2.0
Thanks sa kalsada allowance laking tulong.,positive,1.74
May schedule na ba ng Street lights Sa Dayagdang?,neutral,0.23
Love the new Health Center sa Centro ang ganda tignan.,positive,1.28
"Iyo man, friendly ang programa sa pasahe.",positive,1.24
Proud to be uni Nagueño! mabilis su CASURECO.,positive,1.37
"Very accommodating si business iyo permit sa Triangulo, mabilis.",positive,1.27
"Very accommodating si garbage collection sa Centro, peaceful.",positive,1.13
Paki-check man po ang Trimobile sa Triangulo hassle baga.,negative,1.15
Ang galiiing nG MNWD team aleRto agad sa Dayangdang.,positive,1.8
mabilis ang process ng basuura ngayoooon in fairness.,positive,1.27
Best LGU talaga ang Naga!! Proud Nagueño here sa Pacol!,positive,1.48
Consistent ang road repairs sa Centro good job.,positive,1.62
Anong Oras start ng ilaw sa poste sa Bagumbaaayan Sur?,neutral,0.23
Anong oras start ng kanal sa Panicuason?,neutral,0.33
PAKI-CHECK MAN PO ANG NAWASA SA LERMA NANGONGOTONG BAGA.,negative,2.0
Waiting pa din garo sa drainage update.,neutral,0.09
"Bulok na uni sistema sa checkup, su gulo gulo sa Magsaysay.",negative,1.0
Sain po pwede magpa-register para sa traffic enforcer?,neutral,0.12
Okay man su service kang kalsada sa Dayangdang.,positive,1.85
Kamusta poooo aaaang lagay ng tricycle driver papuntang Pacool?,neutral,0.35
Okay maaan su service kang traffi enforcer sa Dinaga.,positive,0.98
May schedule na ba ng kanal sa Magsasay?,neutral,0.28
Su galing garo ng Trimobile team baga alerto agad sa Centro.,positive,0.86
"Nakakatakot dumaAn sa centro pag gabi, hassle aang Blue Boys.",negative,1.18
Super helpful nung staff sa drainage sa Calauag tnx po.,positive,1.38
Anong oras start ng nawasa sa Lerma?,neutral,0.3
Mabilis ang process ng checkup ngaun in fairness.,positive,1.19
Thank you Mayor Legacion sa mabilis na action sa drainage sa Sabang!,positive,1.36
Good morning po iyo ask ko lang kung open su Trimobile baga sa Centro?,neutral,0.34
Super helpful nung daw staff sa City po Hall sa Plaza Quezon tnx po.,positive,0.95
"Nakakainis yung nawasa sa Plaza Rizal, palpak masyado.",negative,1.47
May bayad p bA mag-avail ng bakuuuna?,neutral,0.24
Sain banda ang pila para sa luuubak?,neutral,0.46
Wala bang pasok bukas sa Tinago?,neutral,0.17
Parang awa niyo na ayusin niyo na ang ilaw sa poste sa Carolina!!,negative,1.03
PARANG AWA nyo NA AYUSIn NIIYO NA ANG BROWNOUT SA PACOL!,negative,2.0
Safe ba mag-jogging sa Centro pag umaga?,neutral,0.4
Waiting pa din sa lubak update.,neutral,0.26
"Bulok na sistema sa madilim na kalsada, ang gulo gulo sa Concepcion Pequeña.",negative,1.23
Safe ba mag-jogging sa Lerma pag umaga?,neutral,0.37
Ask lng p if may kuryente sa San Felipe?,neutral,0.28
"Iyo man, excellent su programa sa kanal.",positive,1.82
Okay man su service kang nawasa sa Concepcion Grande.,positive,1.12
Waiting pa din sa garbage collection update.,neutral,0.21
May bayad po ba mag-avail ng Trimobile?,neutral,0.44
"NAKAKATAKOT DUMAAN SA MABOLO PAG uni GABI, PALPAK Su ROAD REPAIRS.",negative,1.89
WORST financial assistance EVER SA Calauag!,negative,1.49
Wara bang pasok bukas sa San Francisco?,neutral,0.23
Best LGU talaga su Naga!! Proud Nagueño daw here sa Lerma!,positive,1.37
Wala bang pasok bukas sa Pacol?,neutral,0.23
Mabilis ang process ng pasahe ngayon in fairness.,positive,1.98
WORST ILAW SA POSTE EVER SA BALATAS!,negative,2.0
Best LGU talaga ang Naga!! Proud Nagueño here sa Tabuco!,positive,1.44
Super helpful nung staff sa MNWD sa Dinaga tnx po.,positive,1.08
Good morning po ask ko lang kung open ang drainage sa Sabang?,neutral,0.34
May schedule na ba ng financial assistance sa San Francisco?,neutral,0.19
"DI MAN LANG NAG-REPLY SA CHAT ANG TUBIG, BASTOS SERVICE.",negative,1.92
Kudos to the tubig for managing the SM Naga well.,positive,1.26
"DI MAAAN LANG NAG-REPLY sA CHAT Suuu TRFFIC EFORCER, DELIKADO SERICE.",negative,2.0
Best LGU talag ang Naga!! Proud Nagueño here sa Cathedral!,positive,1.94
Solid su support ng LGU sa kuryente.,positive,1.63
Sain baana ang piiiila para sa lubaaak?,neutral,0.09
GARO WARA MAN KWENTA ANG ROAD REPAIRS SA PLAZA QUEZON.,negative,1.91
PARANG AWA garo NIyO NA AYUSIN NIYO NA Su TUBIG SA daw CAROLiNA!!,negative,2.0
Proud to be Nagueño! reeliable ang checkup.,positive,1.42
"Iyo man, friendly ang programa sa trffic enforcer.",positive,1.18
Goood morniiiing po ask ko lang kung open ang brownout sa Lerma?,neutral,0.5
Thanks sa City po Hall allowance laking tulong.,positive,1.69
Thank you mayora Legacion sa mabilis na action sA MNWD sa Carolina!,positive,1.15
"NAKKATAKOT DUMAAN SA PACOL PAG GaBIII, sRA ANG CITY hALL.",negative,1.89
Kamusta po ang lagay Ng CASURECO papuntang Tinagoo?,neutral,0.37
Wow ang bilis ng response timE ng checkp hotline!,positive,1.79
"Late na naman ang kalsada sa Sabang, nakaka-kadiri.",negative,1.43
PARANG AWA NIYO NA AYUSIN NIYO NA ANG GARBAGE COLLECTION SA CENTRO!!,negative,2.0
Garo wara man kwenta ang trapik sa Pacol.,negative,1.45
HOY KURYENTE AAAANUNA?? SM NAGA NA NAMAN KAMI!!,negative,1.95
Okay man su service kang business permit sa Lerma.,positive,0.99
Best LGU talaga su Naga!! Proud Nagueño here sa Pacol!,positive,1.13
PASAHE PLEASE NAMAN MAAWA KAYO SA MGA TAO SA DINAGA!,negative,1.96
Love the new basura sa Dayangdang ang ganda tignan.,positive,1.29
Safe ba mag-jogging sa Carolina pag umaga?,neutral,0.39
Sain banda ang pila para sa kalsada?,neutral,0.18
May bayAd p ba mag-avail ng lUbak?,neutral,0.27
"Very accommodaaatinG si TrImobile p sa Carolina, daw alerto.",positive,1.46
Parang awa niyo na ayusin garo niyo na su drainage sa Panicuason!!,negative,0.51
Super helpful nung staff sa drainage sa Panicuason tnx po.,positive,1.12
"Iyo man, alerto su programa garo sa madilim na kalsada.",positive,1.67
May bayad po ba mag-avail ng Blue Boys?,neutral,0.28
Okaaay man su service kang tricycle Driver sa Panganiban Drive.,positive,1.38
Wow ang bilis ng response timeeee ng financial assistaNce hotLine!,positive,1.34
"NAKAKAINIS YUNG FINANCIAL ASSISTANCE SA CONCEPCION GRANDE, USELESS MASYADO.",negative,2.0
Su Galing ng scholarship team alerto po agad sa Calauag.,positive,1.55
Kudos to tHe NWD fr managing the Calauag well.,positive,1.28
"Late na naman ang baha sa Dayangdang, nakaka-hassle.",negative,1.29
"Di man lang nag-reply sa chat su kAnal, Maiingaay service.",negative,0.97
"DI MAN LANG NAG-REPLY SA CHAT ANG BLUE BOYS, BULOK SERVICE.",negative,1.94
PARANG AWA NIYO NA AYUSIN NIYO NA ANG BROWNOUT SA PANGANIBAN DRIVE!!,negative,2.0
"Late na naman su City Hall sa Bagumbayan Sur, nakaka-disappointing.",negative,1.25
Anong oras start ng pasahe sa Dayangdang?,neutral,0.03
Pwede po ba mag-request ng garbage collection sa San Francisco?,neutral,0.11
Proud to be Nagueño! alerto ang garbage collection.,positive,1.52
Wow ang bilis ng response time ng ilaw sa poste hotline!,positive,1.13
Sain banda su pila para sa iyo ayuda?,neutral,0.29
Thank you Mayor Legacion sa mabilis na action sa lubak sa Balatas!,positive,2.0
Thanks sa kalsada allowance laking tulong.,positive,1.5
Ano na balita sa inaayos na Health Center sa Panicuason?,neutral,0.02
Su galing ng road repairs team alerto agad sa Centro.,positive,1.2
Best LGU tAlagaaaa ang nga!! Proud NagueÑo here sa Calauuag!,positive,1.44
Ask lng po baga if may traffic enforcer sa Lerma?,neutral,0.32
Ang galing ng strEet lights team alerto agad sa Concepcion Pequeña.,positive,1.21
"Marhay na aga, may uni libreng man kalsada po ba?",neutral,0.15
"BULOOOK NA SISTEMA SA NAWASAA, ANG GUUUULO GULO SA MABOLO.",negative,1.88
Okay man su service kang nawasa sa Lerma.,positive,1.09
Paki-check man po ang garbage collection sa Pacol disappointing baga.,negative,1.4
Ano na balita sa inaayos na baha sa Magsaysay?,neutral,0.33
WORST Blue Boys EVER SA San Francisco!,negative,1.59
tnx sa tricycle driVer allowaance laking tulong.,positive,1.52
Solid su support ng LGU sa garo financial uni assistance.,positive,1.08
Su galing ng madilim na kalsada team alerto agad sa Panganiban Drive.,positive,1.42
Consistent ang CASURECO sa Calauag good job.,positive,1.23
"Di man lang nag-reply sa chat ang kalsada, maingay service.",negative,1.01
Kamustaaaa po su lagay ng Health Ceter papuntang Cararayan?,neutral,0.14
