text,label,intensity
HOY man CASURECO ANUNA?? San Felipe NA NAMAN KAMI!!,negative,1.81
"Marhay na garo marhay ang basura sa Bagumbayan Sur, efficient baga.",positive,1.35
OkAy man suu serviceee kang Health Center sA Panicuason.,positive,1.06
"Wow, in fairness, ang very helpful na ng CASURECO sa Calauag!",positive,1.47
Garo wara man kwenta ang Ciity Hall sa CarolinA.,negative,1.96
"Marhay na marhay ang nawasa sa Panicuason, efficient baga.",positive,1.38
"Paki-check naman ang garbage collection sa Carolina, magulo na masyado.",negative,1.06
"Anubayan, palpak su na naman ang tubig sa Centro.",negative,1.59
"Marhay na marhay ang water supply sa San Felipe, alerto baga.",positive,1.66
"Sobrang baha ng baha sa Concepcion Pequeña, nakaka-stress!",negative,1.66
"Salamat Mayor, efficient na ang financial assistance sa Dayangdang.",positive,1.35
"Salamat Mayor, maayos na ang madilim na kalsada sa Centro.",positive,0.97
Solid ang daw support ng LGU sa renewal.,positive,1.48
"Napaka-very helpful ng staff ng Trimobile sa Pacol, kudos!",positive,1.7
"Please lang, paki-ayos ang nawasa sa Concepcion Pequeña, sobrang tambak eh.",negative,1.46
HOY CASURECO ANUNA?? Peñafrancia NA NAMAN KAMI!!,negative,1.84
"Please lang, paki-ayos ang renewal sa San Francisco, sobrang maingay eh.",negative,1.06
"Marhay daw na marhay ang nawasa sa Dinaga, malinis baga.",positive,1.19
AsK ko lang if tuloy ang City Hall sa Carolinaaa?,neutral,0.29
"Sobrang mabagal ng truck ng basura sa Peñafrancia, nakaka-stress!",negative,1.42
Su galing ng Blue Boys team alerto agad sa Tabuco.,positive,1.81
"Paki-check naman ang nawasa sa Peñafrancia, bulok na masyado.",negative,1.77
"Hassle naman sa Tinago, ang maingay ng drainage.",negative,1.07
"Bulok na sistema sa Health Center, ang gulo sa Panicuason.",negative,1.47
"Please iyo lang, paki-ayos ang tricycle sa Tabuco, sobrang maingay eh.",negative,1.18
"Salamat Mayor, organized na ang drainage sa Calauag.",positive,1.15
Ask ko lang if tuloy ang HealtH Center sa Caaalauag?,neutral,0.28
"Anubayan, sira daw na naman ang baha sa Panicuason.",negative,1.69
Good job LGU! mabilis ang Health Center sa Peñafrancia ngayon.,positive,1.38
Okay man su service kang water supply sa Triangulo.,positive,1.1
"Paki-check daw naman ang street lights sa Lerma, magulo na masyado.",negative,1.06
"Salamat Mayor, malinis na ang water supply sa Tabuco.",positive,1.06
Okay man su service kang garbage collection sa Bagumbayan Sur.,positive,1.1
Good man job LGU! efficient ang CASURECO sa Tinago ngayon.,positive,1.49
"Grabe, why is the drainage sa Dinaga super magulo?",negative,1.18
Garo waaara uni man kwenta ang brownout sa Tinago.,negative,1.59
HOY lubak ANUNA?? Lerma NA NAMAN KAMI!!,negative,1.98
"Bulok man na sistema sa traffic enforcers, ang gulo sa Mabolo.",negative,1.59
Su galing ng lubak team alerto agad sa Saaabang.,positive,1.72
"Paki-check naman ang tubig sa Concepcion Grande, bulok na masyado.",negative,1.82
HOY scholarshiip ANUNA?? Bagumbayan Sur NA NAMAN KAMi!!,negative,1.9
Solid ang support ng LGU sa kanal.,positive,1.64
"Please uni lang, paki-ayos ang road repairs sa Peñafrancia, sobrang mabaho eh.",negative,1.5
"Paki-check naman ang brownout sa Carolina, baha na masyado.",negative,1.75
"Salamat Mayor, mabilis na ang truck ng basuraa sa Peeñafrancia.",positive,1.11
Garo wara man kwenta ang kanal sa Concepcion Grande.,negative,1.38
HOY Trimobilee ANUNA?? Dinaga NA NAMAN KAMI!!,negative,1.89
HOOOY street lights ANUUNA?? Tinagooo NA NAMAn KAMI!!,negative,2.0
"Grabe, why is the gamot sa Calauag super bulok?",negative,1.99
HOY scholarship ANUNA?? Calauag NA NAMAN KAMI!!,negative,1.91
HOY City su Hall ANUNA?? Triangulo NA NAMAN KAMI!!,negative,1.97
"Please lang, paki-ayos ang lubak sa Lerma, sobrang disappointing eh.",negative,1.23
"Wow, uni in fairness, ang very helpful na ng brownout sa Dinaga!",positive,1.37
"Napaka-maganda ng staff ng MNWD sa Bagumbayan Sur, kudos!",positive,1.11
Garo baga wara man kwenta ang financial assistance sa Dinaga.,negative,1.64
"Anubayan, iyo mabagal na naman ang baha sa Dinaga.",negative,1.49
"Wow, in fairness, ang solid na ng water supply sa Dayangdang!",positive,1.28
"Wow, in uNi fairness, ang solid na ng kalsaDa sa Panicuason!",positive,1.6
Sain po man pwede magPa-register para sa ilaaw sa poste?,neutral,0.18
"Bulok na sistema sa MNWD, ang gulo sa Concepcion Pequeña.",negative,2.0
"Paki-cHeck naman ang gamot sa San Felipe, walang kwenta na masyado.",negative,2.0
Garo wara man kwenta ang nawasa sa Pacol.,negative,1.51
"Salamat Mayor, maganda na ang drainage sa Pacol.",positive,1.43
"Bulok na sistema sa drainage, ang gulo sa Tinago.",negative,1.56
HOY basura ANUNA?? Concepcion Pequeña NA NAMAN KAMI!!,negative,2.0
"Salamat Mayor, maayos na ang kuryente sa Balatas.",positive,0.96
May update na ba sa kalsada sa Mabolo?,neutral,0.37
"Wow, uni in fairness, ang maganda na ng nawasa sa Centro!",positive,1.38
"Grabe, why is the checkup sa Dayangdang super magulo?",negative,1.22
Waiting uni for updates regarding drainage in Dayangdang.,neutral,0.3
Su man galing ng brownout team alerto agad sa Pacol.,positive,1.54
"Hassle naman sa Tinaago, ang pAlpak ng cHeckup.",negative,1.65
"Please lang, paki-ayos ang baha sa Pacol, sobrang sira eh.",negative,1.74
Good job LGU! organized ang trapik sa Maaabolo ngayon.,positive,1.43
Good job LGU! friendly ang Trimobile sa Ceentro ngayon.,positive,1.38
"Bulok na sistema sa road repairs, ang guuulo sa Calauaag.",negative,1.44
Su galiing ng lubak team aleeerto agad sa Baalatas.,positive,1.24
Okay man su service kang tricycle sa San Felipe.,positive,1.1
"Marhay uni na marhay ang madilim na kalsada sa Concepcion Grande, efficient baga.",positive,1.21
"Marhay na marhay ang street lights saaa Concepcion Pequeña, very helpful bagaa.",positive,1.3
"Bulok na uni sistema sa gamot, ang gulo sa Panicuason.",negative,1.58
Solid ang uni support ng LGU sa tricycle.,positive,1.63
"Hassle naman sa Tabuco, ang mabaho ng madilim na kalsada.",negative,1.31
"Sobrang walang iyo kwenta ng kanal sa Triangulo, nakaka-stress!",negative,1.71
Solid ang support ng LGU sa financial assistance.,positive,1.43
"Marhay na marhay ang trapik sa Peñafrancia, organized baga.",positive,1.4
"Salamat Mayor, iyo solid na ang brownout sa Concepcion Grande.",positive,1.62
"Anubayan, su palpak na naman ang madilim na kalsada sa Concepcion Grande.",negative,1.93
Good garo job LGU! veeery helpful ang Mayor's Permit sa Mabooolo ngayon.,positive,1.43
"Hassle naman sa Balatas, ang delikado ng baha.",negative,1.96
HOY garbage collection ANUNA?? Balatas NA NAMAN KAMI!!,negative,1.84
HOY financial assistance ANUNA?? Balatas NA NAMAN KAMI!!,negative,1.8
"Napaka-efficient ng sTaff ng cHeckup sa Calauag, kudos!",positive,1.53
Solid ang support ng LGU sa City Hall.,positive,1.67
"Salamat Mayor, efficient na ang madilim na kalsada sa Pacol.",positive,1.37
"Paki-check namAn ang kUryente sa Calauag, maingay na masyado.",negative,1.28
Good daw job LGU! friendly aNg basura sa Calauag ngayon.,positive,1.04
May update na ba sa madilim na kalsada sa Dayangdang?,neutral,0.21
Solid ang support ng LGU sa traffic enforcers.,positive,1.51
"Paki-check naman ang kalsada sa Carolina, mabaho na masyado.",negative,1.38
"Marhay na marhay ang renewal sa Sabang, alerto baga.",positive,1.63
"Bulok na sistema sa trapik, ang gulo sa Panicuason.",negative,1.65
HOY bakuna man ANUNA?? Sabang NA NAMAN KAMI!!,negative,1.96
"Bulok na sistema sa baha, ang gulo sa Peñafrancia.",negative,1.45
May su update na ba sa Blue Boys sa Lerma?,neutral,0.27
"Marhay na maarhay aaaNg wateer supply sa Bagumbayan Sur, very helpful baga.",positive,1.57
"Wow, in fairness, ang solid na ng truck ng basura sa Calauag!",positive,1.66
"Please lang, paki-ayos ang gamot sa Balatas, sobrang palpak eh.",negative,1.56
"Wow, in fairness, ang organized na ng traffic enforcers sa Mabolo!",positive,1.35
"Napaka-maganda ng staff ng CASUReCO sa dayaNgdang, kudos!",positive,1.15
Ask baga ko lang if tuloy ang Health Center sa Mabolo?,neutral,0.26
"Paki-check naman ang brownout sa Peñafrancia, sira na masyado.",negative,1.42
"Marhay na marhay ang baha sa Pacol, organized baga.",positive,1.35
"Hassle naman sa Peñafrancia, ang tambak ng ilaw sa poste.",negative,1.47
Waiting for updates regarding madilim na kalsada in Balatas.,neutral,0.26
Okay man su service kang Trimobile sa Concepcion Grande.,positive,1.1
"Bulok na daw sistema sa lubak, ang gulo sa Pacol.",negative,1.95
"Marhay na Marhay ang truck ng basura sa TinaGo, efficieeent baga.",positive,1.19
Garo wara man kwenta ang Health Center sa Pacol.,negative,1.37
"Wow, in daw fairness, ang malinis na ng scholarship sa Sabang!",positive,1.09
"Wow, in fairness, ang maganda na ng madilim na kalsada sa San Francisco!",positive,1.06
Suu galing ng drainage team alerto agad sa Bagumbayaan Sur.,positive,1.06
"Grabe, why is the tricycle sa Concepcion Grande super mabaho?",negative,1.26
"WOw, in suu fairness, aang maayos na ng ilaW sa poste sa Carolina!",positive,1.11
"Paki-check naman iyo ang tricycle sa Carolina, hassle na masyado.",negative,1.36
"Wow, in fairness, ang efficient na ng tricycle sa Dinaga!",positive,1.04
"Hassle naman baga sa Carolina, ang walang kwenta ng street lights.",negative,2.0
"Sobrang hassle ng brownout sa Triangulo, nakaka-stress!",negative,1.3
"Wow, garo in fairness, ang maayos na ng checkup sa Carolina!",positive,1.31
"Wow, in fairness, ang mabilis na ng scholarship sa Mabolo!",positive,1.24
"Paki-check naman man ang kalsada sa Mabolo, bulok na masyado.",negative,1.56
"Hassle naman sa San Felipe, ang baha ng Mayor's Permit.",negative,1.69
"Anubayan, walang kwenta na naman ang drainage sa Pacol.",negative,1.76
"Hassle naman sa Concepcion Grande, ang hassle ng gamot.",negative,0.81
"Bulok baga na sistema sa madilim na kalsada, ang gulo sa Balatas.",negative,1.51
"Marhay na marhay ang MNWD sa Dayangdang, efficient baga.",positive,1.55
Solid baga ang support ng lGU sa ilaw Sa poste.,positive,1.45
"Hassle naman sa Peñafrancia, ang baha ng water supply.",negative,1.57
"Sobrang tambak iyo ng kalsada sa Balatas, nakaka-stress!",negative,1.24
"Hassle naman sa Mabolo, ang magulo ng sCholarshIp.",negative,1.29
"Bulok na sistema sa drainage, ang gulo sa Balatas.",negative,1.41
"Hassle naman sa Peñafrancia, ang mabagal ng Blue Boys.",negative,1.51
"Hassle naman sa Sabang, ang delikado ng trapik.",negative,1.86
"Please lang, paki-ayos ang kanal sa Sabang, sobrang hassle eh.",negative,1.46
Okay man su service kang ilaw sa poste sa Dayangdang.,positive,1.1
"Bulok na baga sistema sa bakuna, ang gulo sa San Felipe.",negative,1.71
"Wow, uni in fairness, ang efficient na ng kuryente sa Tinago!",positive,1.26
Ask q lang if tuloy ang tubig sa San Felipe?,neutral,0.18
"Please lang, paki-ayos ang Blue Boys sa Tinago, sobrang palpak eh.",negative,1.53
Solid ang support ng LGU sa brownout.,positive,1.48
"Please lang, paki-ayos ang trapik sa Sabang, sobrang baha eh.",negative,1.87
"Sobrang disappointing ng madilim na kalsada sa San Felipe, nakaka-stress!",negative,1.44
"Bulok na sistema sa garbage cOllection, ang gulo sa Tabuco.",negative,1.57
"Please laang, paki-ayos ang ilaw sa pOste sa Tinago, sObrang delikado eh.",negative,1.81
HOY checkup ANUNA?? San Felipe NA NAMAN KAMI!!,negative,1.88
"Grabe, why is the water supply sa Tinago super disappoInting?",negative,1.3
Solid ang man support ng LGU sa tricycle.,positive,1.98
"Napaka-malinis ng staff ng tubig sa Concepcion Grande, kudos!",positive,1.4
"Sobrang tambak ng water supply sa Centro, nakaka-stress!",negative,1.49
"Anubayan, baga hassle na naman ang garbage collection sa San Felipe.",negative,1.04
"Paki-check naman ang tricycle sa Tinago, maingay na masyado.",negative,0.79
"Wow, daw in fairness, anG maayos na ng checkup sa Panicuason!",positive,1.25
"Please lang, paki-ayos ang Health Center sa Centro, sobrang disappointing eh.",negative,1.28
"Bulok na sistema sa brownout, ang gulo sa Panicuason.",negative,1.63
HOY kuryente ANUNA?? Tabuco NA NAMAN KAMI!!,negative,1.95
"Anubayan, Hassle daw na naman ang lubak sa Dayangdang.",negative,1.03
Garo wara man kWenta ang kanal sa Balatas.,negative,1.58
Salamat mayora mabilis Na ang klsada sa Mabolo.,positive,1.08
Solid ang man support ng LGU sa Blue Boys.,positive,1.54
Ask ko lang if tuloy ang Trimobile sa San Francisco?,neutral,0.22
May update na ba sa tubig sa Tabuco?,neutral,0.18
"Wow, in fairness, ang mabiliis na Ng traffic eNforcers sa TabucO!",positive,1.29
HOY kuryente ANUNA?? Bagumbayan Sur NA NAMAN KAMI!!,negative,1.98
Waiting fooor uupdates reGarding garbage collection in Carolina.,neutral,0.24
"Please lang, paki-ayos ang Trimobile sa Panicuason, sobrang hassle eh.",negative,1.28
Garo wara man man kwenta ang gamot sa San Felipe.,negative,1.47
"Wow, in fairness, ang very helpful na ng nawasa sa Panicuason!",positive,1.71
Good job LGU! very helpful ang Mayor's Permit sa San FranciscO ngayon.,positive,1.52
Ask ko lang if tuloy ang traffic enforcers sa Centro?,neutral,0.14
"Bulok na sistema sa gamot, ang gulo sa Peñafrancia.",negative,2.0
May uni update na ba sa brownout sa Concepcion Pequeña?,neutral,0.24
"Bulok na sistema sa Mayor's Permit, ang gulo sa Carolina.",negative,1.53
"Paki-check uni naman ang kuryente sa Peñafrancia, mabaho na masyado.",negative,1.58
"BulOk na sistema sa maaadilim na kalsada, ang guulo sa Concepcion Pequeña.",negative,1.57
Su galing ng baha team alerto agad sa Lerma.,positive,1.35
"Paki-check naman ang drainage sa Triangulo, palpak na masyado.",negative,1.66
Okay man uni su service kang Ciiity HAll sa San Francisco.,positive,1.1
Good job LGU! alerto ang drainage sa Panicuason ngayon.,positive,1.61
"Please su lang, paki-ayos ang tricycle sa San Francisco, sobrang disappointing eh.",negative,1.22
"Wow, in fairness, ang solid na ng drainage sa Carolina!",positive,1.7
"Salamat Mayor, maayos na ang ilaw sa poste sa San Francisco.",positive,0.96
"Napaka-friendly ng staff ng City Hall sa San Francisco, kudos!",positive,1.15
Okay man su service kang renewal sa Triangulo.,positive,1.1
Garo daw wara man kwenta ang road repairs sa San Francisco.,negative,1.58
"ANubayan, baha na naman aNg kuryente sa Concepcion Pequeña.",negative,1.73
"Tanooong uni lang, kamusta ang baha Sa Concepcion Grande?",neutral,0.8
Good job LGU! efficient ang kalsada sa San Francisco ngayon.,positive,1.2
Sain po pwede magpa-register para sa checkup?,neutral,0.03
"Sobrang buuulok ng MNWD saaa Calauag, naakaka-stress!",negative,1.54
"Salamat Mayor, organized na ang tricycle sa Lerma.",positive,1.11
"Wow, man in fairness, ang solid na ng bakuna sa Concepcion Pequeña!",positive,1.59
HOY Blue Boys ANUNA?? Calauag NA NAMAN KAMI!!,negative,1.81
HOY renewal ANUNA?? Lerma NA NAMAN KAMI!!,negative,1.81
Ask iyo ko Lang if tulOy ang madiliim na kalsada sa SabaNg?,neutral,0.19
Waiting for updates regarding Mayor's Permit in Bagumbayan Sur.,neutral,0.29
"Grabe, why is the lubak sa Peñafrancia super baha?",negative,1.65
"Tanong lang, garo kamusta ang Blue Boys sa Carolina?",neutral,0.8
"Bulok na sistema sa kalsada, ang gulo sa Calauag.",negative,1.58
Solid ang support ng LGU sa trapik.,positive,1.79
"Marhay na marhay ang madilim na kalsada sa Bagumbayan Sur, efficIent baga.",positive,1.42
"Hassle naman su sa Mabolo, ang walang kwenta ng garbage collection.",negative,1.81
"Wow, in fAirness, ang mabilis na ng madilim na kalsada sA Lerma!",positive,1.27
"Napaka-mabilis ng staff ng MNWD sa Panicuason, kudos!",positive,1.08
HOY man street lights ANUNA?? San Felipe NA NAMAN KAMI!!,negative,1.89
Good job LGU! alerto ang renewal sa Pacol ngayon.,positive,2.0
HOY uni City Hall ANUNA?? Centro NA NAMAN KAMI!!,negative,1.83
Okay man su service kang Mayor's Permit sa Tinago.,positive,1.1
"Hassle uni naman sa Panicuason, ang tambak ng nawasa.",negative,1.32
Good job LGU! efficient ang ilaw sa poste sa Centro ngayon.,positive,1.63
"Paki-check naman ang kuryente sa Concepcion Grande, tambak na masyado.",negative,1.38
Waiting for updates regarding kanal in Bagumbayan Sur.,neutral,0.11
"Napaka-mabilis ng staff ng lubak sa PanicuAson, kuDos!",positive,1.09
Garo wara man kwenta anG gamot sa Concepcion Pequeeeña.,negative,1.38
"Wow, in fairness, ang alerto na ng MNWD sa Carolina!",positive,1.61
Good job LGUUU! malinis ang CAASURECO sa Lerma ngayon.,positive,1.21
"Sobraaang tambak ng renewal sa panicuason, nakaka-stress!",negative,1.39
"Napaka-efficient ng staff ng bakuna sa Dayangdang, kudos!",positive,1.39
"Bulok na sistema sa nawasa, ang gulo sa Tabuco.",negative,1.55
"Napaka-organized ng staff ng Trimobile sa Concepcion Grande, kudos!",positive,1.3
HOY garo CASURECO ANUNA?? Concepcion Grande NA NAMAN KAMI!!,negative,1.94
Garo wara man kwenTa ang ilaw sa poste sa Panicuuason.,negative,1.48
Waiting for updates regarding garbage collection in Mabolo.,neutral,0.15
"Wow, in fairness, ang efficient na ng Blue Boys sa Peñafrancia!",positive,1.46
Okay man su service kang kalsada sa San Felipe.,positive,1.1
"pls lang, daw paki-ayos ang road repaiirs sa Balatas, sobrang walaaang kwentA eh.",negative,1.86
"Napaka-maayos uni ng staff ng CASURECO sa Concepcion Grande, kudos!",positive,1.35
Solid ang support ng LGU sa City Hall.,positive,1.76
"Please lang, paki-ayos ang kanal sa Centro, sobrang sira eh.",negative,1.33
