text,category
"Grabe naman, curfew violation ng mga minor dito sa Bagumbayan! Ano na??",public_safety
"concerned lang po kami sa mga bata, busted ang street lights, madilim dito sa calauag.",infrastructure
Help. road obstruction by vendors s SM Naga area. Pls fix.,traffic
"Concern lng re: sira ng tulay, delikado s Mabolo.",infrastructure
Help. schedule ng tuli operation s Tabuco. Pls fix.,health
"CONCERNED LANG PO KAMI SA MGA BATA, SOCIAL PENSION PAYOUT SCHEDULE DITO SA LERMA.",social_services
I would like to report that truck ban inquiry time in Naga City People's Mall.,traffic
Fyi illegal dismissl complaint s Lerma.,employment
Help. openings for construction workers s Panicuason. Pls fix.,employment
"Concerned lang po kami sa mga bata, traffic rerouting confusion dito sa Lerma.",traffic
MAGTATANONG LANG PO REGARDING MABAHO ANG POULTRY SA RESIDENTIAL AREA SA TINAGO?,sanitation
help. colorum vehicles operating s bicol central station. pls fix.,traffic
Help. colorum vehicles operating s Ecology Park. Pls fix.,traffic
Help. counter-flow na tricycle s LCC Mall. Pls fix.,traffic
pwede ba mag-reklamo? vawc desk assistance needed kasi sa san felipe. thanks.,social_services
Update po s amoy imbornal ng paligid s Cararayan? Wala pa action.,sanitation
Kailan po kaya maayos ang Panganiban Drive? gang war threat po kasi.,public_safety
Anyone from city hall? tanod sleeping on duty here in Concepcion Pequeña. So hassle.,public_safety
"Grabe naman, loading/unloading violation dito sa Ecology Park! Ano na??",traffic
"Sir/Ma'am, pa-check naman po ng Mabolo, road obstruction by vendors po kasi.",traffic
Gud pm. solo parent benefits inquiry s Del Rosrio. Tnx.,social_services
Gud pm. hiring ba ng security guard s Naga City People's Mall. Tnx.,employment
"Help. daming lamok, need fumigation s Diversion Road. Pls fix.",health
Parang wala namang action. walang benefits na binibigay pa rin sa San Felipe.,employment
Gud pm. may magnanakaw na umaaligid s Igualdad. Tnx.,public_safety
"Concerned lang po kami sa mga bata, collapsed riprap sa ilog dito sa San Francisco.",infrastructure
Please be informed that curfew violation ng mga minor in the vicinity of Abella.,public_safety
"Grabe naman, illegal jumper connection report dito sa Triangulo! Ano na??",utilities
Urgent: clogged drainage causing smell d2 s San Felipe.,sanitation
Magtatanong lang po regarding sira ang bubong ng waiting shed sa UNC gate?,infrastructure
Kailan po kaya maayos ang Abella? maraming bata ang nilalagnat po kasi.,health
Formal complaint: may patay na daga sa daan located in Santa Cruz.,sanitation
"grabe naman, busted ang street lights, madilim dito sa peñafrancia! ano na??",infrastructure
Anyone from city hall? water pipe leak sa kalsada here in Peñafrancia. So hassle.,utilities
"Jusko, delayed ang sweldo ng workers nanaman sa UNC gate. Ilang araw na to.",employment
Good day. We are requesting assistance because inom sa kalsada hanggang madaling araw at Lerma.,public_safety
Concern lng re: drag racing ng motor s gabi s Bagumbayan.,public_safety
Parang wala namang action. looking for summer job for students pa rin sa Balatas.,employment
"Grabe naman, puno na ang septic tank dito sa Igualdad! Ano na??",sanitation
Gud pm. lost id replacement process s Santa Cruz. Tnx.,social_services
Reporting a concern regarding delayed ang sweldo ng workers at Plaza Rizal.,employment
"Jusko, kulang ang binigay na relief goods nanaman sa Liboton. Ilang araw na to.",social_services
Formal complaint: basura nakatambak sa harap ng school located in Concepcion Grande.,sanitation
Update po s child abuse report s Cararayan? Wala pa action.,social_services
Parang wala namang action. tricycle overcharging fare pa rin sa Bicol Central Station.,traffic
I would like to report that medical certificate request for indigent in Ecology Park.,health
Good day. We are requesting assistance because vawc desk assistance needed at UNC gate.,social_services
"Sir/Ma'am, pa-check naman po ng Pacol, kailan ang next job fair po kasi.",employment
"Kami po ay taga Centro, report ko lang na grabe ang traffic ngayon.",traffic
kailan po kaya maayos ang santa cruz? may patay na daga sa daan po kasi.,sanitation
Reporting a concern regarding basketball court needs renovation at Abella.,infrastructure
I would like to report that gang war threat in Bicol Central Station.,public_safety
"concerned lang po kami sa mga bata, illegal dismissal complaint dito sa mabolo.",employment
"Shoutout sa LGU, senior citizen pension delay sa Mabolo. Please actionan agad.",social_services
Reporting a concern regarding dead spot area for globe/smart at Ecology Park.,utilities
Urgent: may putol na kable s daan d2 s Ateneo Avenue.,utilities
Urgent: walng available na covid vaccine d2 s Tinago.,health
"Concerned lang po kami sa mga bata, traffic rerouting confusion dito sa Tabuco.",traffic
"Shoutout sa LGU, birthday cash gift for senior sa Mabolo. Please actionan agad.",social_services
Parang wala namang action. penalty for littering inquiry pa rin sa SM Naga area.,waste_management
Formal complaint: traffic rerouting confusion located in San Francisco.,traffic
Report ko lng 4ps beneficiary inquiry d2 s Dinaga.,social_services
Magtatanong lang po regarding sparking wires sa poste sa Igualdad?,utilities
Please be informed that may patay na daga sa daan in the vicinity of Ecology Park.,sanitation
"Sir/Ma'am, pa-check naman po ng UNC gate, senior citizen pension delay po kasi.",social_services
Parang wala namang action. suspicious drug related activity pa rin sa Del Rosario.,public_safety
"Jusko, unpaid overtime pay nanaman sa Jesse Robredo Coliseum. Ilang araw na to.",employment
Good day. We are requesting assistance because naghahanap ng trabaho at Concepcion Pequeña.,employment
"Ask ko lang po kung may action na, illegal dumping site sa vacant lot kasi dito sa Tabuco.",waste_management
To the City Government: tesda training schedule inquiry here in Carolina. Please investigate.,employment
Urgent: hiring ba ng security guard d2 s Lerma.,employment
Anyone from city hall? basketball court needs renovation here in San Felipe. So hassle.,infrastructure
"Grabe naman, sobrang hina ng signal dito sa Sabang! Ano na??",utilities
Please be informed that ubos na ang gamot sa center in the vicinity of Diversion Road.,health
Urgent: meter reading error complaint d2 s UNC gate.,utilities
I would like to report that solo parent benefits inquiry in Dayangdang.,social_services
magtatanong lang po regarding drag racing ng motor sa gabi sa peñafrancia?,public_safety
"Sir/Ma'am, pa-check naman po ng Liboton, lost id replacement process po kasi.",social_services
Parang wala namang action. cctv camera not working pa rin sa Carolina.,infrastructure
Reporting a concern regarding naghahanap ng trabaho at Jesse Robredo Coliseum.,employment
"Kami po ay taga Bicol Central Station, report ko lang na unpaid overtime pay.",employment
Report ko lng illegal jumper connection report d2 s Calauag.,utilities
Gud pm. child abuse report s San Francisco. Tnx.,social_services
Magtatanong lang po regarding illegal dismissal complaint sa Del Rosario?,employment
"Jusko, walang available na covid vaccine nanaman sa Dinaga. Ilang araw na to.",health
Help. diarrhea outbreak due to dirty water s Del Rosrio. Pls fix.,health
Urgent: sparking wires s poste d2 s Dayngdng.,utilities
"Ask ko lang po kung may action na, kulang ang binigay na relief goods kasi dito sa Del Rosario.",social_services
Pwede ba mag-reklamo? child abuse report kasi sa Centro. Thanks.,social_services
I would like to report that sobrang hina ng signal in Bicol Central Station.,utilities
"Jusko, medical certificate request for indigent nanaman sa Bagumbayan. Ilang araw na to.",health
To the City Government: jeepney cutting trip violation here in Bagumbayan. Please investigate.,traffic
kailan po kaya maayos ang lcc mall? cash for work payout delay po kasi.,employment
Concern lng re: dumi ng aso s sidewalk s Pacol.,sanitation
Reporting a concern regarding nagkalat na used face masks at Lerma.,sanitation
Report ko lng unfinished road works causing traffic d2 s San Francisco.,infrastructure
Good day. We are requesting assistance because slippery pathway due to moss at Naga City People's Mall.,infrastructure
Concern lng re: wala pa kaming natatnggap na ayuda s San Felipe.,social_services
Help. burial assistance request s Concepcion Pequeña. Pls fix.,social_services
Kailan po kaya maayos ang Mabolo? water pipe leak sa kalsada po kasi.,utilities
Magtatanong lang po regarding counter-flow na tricycle sa Bicol Central Station?,traffic
Parang wala namang action. nawalan ng internet connection pa rin sa SM Naga area.,utilities
"Sir/Ma'am, pa-check naman po ng Tabuco, tricycle overcharging fare po kasi.",traffic
Kailan po kaya maayos ang Del Rosario? penalty for littering inquiry po kasi.,waste_management
Formal complaint: defective solar lights located in Bagumbayan.,infrastructure
Urgent: unfair labor practice s trabaho d2 s Liboton.,employment
Reporting a concern regarding basketball court needs renovation at Diversion Road.,infrastructure
Good day. We are requesting assistance because tuberculosis medication out of stock at Centro.,health
Formal complaint: ubos na ang gamot sa center located in SM Naga area.,health
Update po s barngay hall renovation request s Mabolo? Wala pa action.,infrastructure
MAGTATANONG LANG PO REGARDING UNPAID OVERTIME PAY SA BALATAS?,employment
Anyone from city hall? vandalism sa pader ng school here in San Francisco. So hassle.,public_safety
"ASK KO LANG PO KUNG MAY ACTION NA, PAANO KUMUHA NG PWD ID KASI DITO SA SAN FELIPE.",social_services
Update po s nagsusunog ng plastic ng kapitbahay s Jesse Robredo Coliseum? Wala pa action.,waste_management
To the City Government: looking for summer job for students here in Peñafrancia. Please investigate.,employment
To the City Government: walang sidewalk na madaanan here in San Isidro. Please investigate.,infrastructure
Pwede ba mag-reklamo? sobrang dilim ng eskinita kasi sa Naga City People's Mall. Thanks.,public_safety
"I would like to report that sira ang tulay, delikado in Concepcion Pequeña.",infrastructure
"Sir/Ma'am, pa-check naman po ng Liboton, walang available na covid vaccine po kasi.",health
To the City Government: kulang ang binigay na relief goods here in San Isidro. Please investigate.,social_services
Kailan po kaya maayos ang Bagumbayan? kalat ang basura sa park po kasi.,waste_management
REPORT KO LNG SOCIAL PENSION PAYOUT SCHEDULE D2 S BAGUMBAYAN.,social_services
Help. livelihood program for mothers s Plaza Rizal. Pls fix.,employment
Gud pm. lost id replacement process s Tinago. Tnx.,social_services
"ask ko lang po kung may action na, unpaid overtime pay kasi dito sa tabuco.",employment
"Sir/Ma'am, pa-check naman po ng Bagumbayan, delayed ang sweldo ng workers po kasi.",employment
"Grabe naman, need namin ng schedule for anti-rabies dito sa Carolina! Ano na??",health
Report ko lng public toilet walng tubig at madumi d2 s Dinaga.,sanitation
Gud pm. malnourished children feeding program s Santa Cruz. Tnx.,health
Gud pm. 4ps beneficiary inquiry s UNC gate. Tnx.,social_services
To the City Government: barangay hall renovation request here in Triangulo. Please investigate.,infrastructure
Anyone from city hall? bulky waste pickup request here in SM Naga area. So hassle.,waste_management
Formal complaint: bulky waste pickup request located in Dinaga.,waste_management
Anyone from city hall? counter-flow na tricycle here in Mabolo. So hassle.,traffic
"Concerned lang po kami sa mga bata, basketball court needs renovation dito sa Concepcion Pequeña.",infrastructure
Good day. We are requesting assistance because suspicious person taking photos at Concepcion Grande.,public_safety
Magtatanong lang po regarding wala pa kaming natatanggap na ayuda sa Carolina?,social_services
Pwede ba mag-reklamo? estero needs cleaning kasi sa Concepcion Pequeña. Thanks.,sanitation
Kailan po kaya maayos ang Diversion Road? walang garbage collector personnel po kasi.,waste_management
To the City Government: akyat bahay incident report here in SM Naga area. Please investigate.,public_safety
Magtatanong lang po regarding walang benefits na binibigay sa San Francisco?,employment
Gud pm. basurahan s plaza puno na s SM Naga area. Tnx.,waste_management
Please be informed that fluctuating ang kuryente in the vicinity of Concepcion Grande.,utilities
Magtatanong lang po regarding riot ng mga kabataan kagabi sa Diversion Road?,public_safety
Gud pm. requesting police visibility s Tinago. Tnx.,public_safety
Please be informed that puno na ang septic tank in the vicinity of Pacol.,sanitation
Fyi faded pedestrian lane markings s Magsysy Avenue.,traffic
Formal complaint: clogged drainage causing smell located in Concepcion Pequeña.,sanitation
"Kami po ay taga Igualdad, report ko lang na jeepney cutting trip violation.",traffic
"SIR/MA'AM, PA-CHECK NAMAN PO NG DINAGA, DOUBLE PARKING SA MAIN ROAD PO KASI.",traffic
"Jusko, jeepney cutting trip violation nanaman sa Cararayan. Ilang araw na to.",traffic
Good day. We are requesting assistance because discrimination sa hiring process at Centro.,employment
Anyone from city hall? calamity loan inquiry here in Santa Cruz. So hassle.,social_services
Anyone from city hall? falling debris from construction here in Tabuco. So hassle.,infrastructure
I would like to report that may magnanakaw na umaaligid in Concepcion Grande.,public_safety
"Sir/Ma'am, pa-check naman po ng Plaza Rizal, tricycle overcharging fare po kasi.",traffic
"Sir/Ma'am, pa-check naman po ng Diversion Road, need oxygen tank assistance po kasi.",health
Anyone from city hall? collapsed riprap sa ilog here in Centro. So hassle.,infrastructure
Parang wala namang action. solo parent benefits inquiry pa rin sa Lerma.,social_services
"Grabe naman, walang garbage collector personnel dito sa Metropolitan Cathedral! Ano na??",waste_management
"kami po ay taga pacol, report ko lang na sumabog ang transformer.",utilities
"Sir/Ma'am, pa-check naman po ng Metropolitan Cathedral, need oxygen tank assistance po kasi.",health
Help. illegal jumper connection report s Balatas. Pls fix.,utilities
I would like to report that walang tubig simula kanina in San Francisco.,utilities
Pwede ba mag-reklamo? penalty for littering inquiry kasi sa Santa Cruz. Thanks.,waste_management
"Jusko, wala pa kaming natatanggap na ayuda nanaman sa Bagumbayan. Ilang araw na to.",social_services
I would like to report that di hinahakot ang nabubulok in Concepcion Pequeña.,waste_management
Report ko lng requesting ambulance assistance d2 s Dayngdng.,health
"Grabe naman, paano kumuha ng pwd id dito sa SM Naga area! Ano na??",social_services
Update po s walng sidewalk na madaanan s Ecology Park? Wala pa action.,infrastructure
"Jusko, sira ang traffic light nanaman sa Concepcion Pequeña. Ilang araw na to.",traffic
Kailan po kaya maayos ang Lerma? slippery pathway due to moss po kasi.,infrastructure
Please be informed that burial assistance request in the vicinity of UNC gate.,social_services
Good day. We are requesting assistance because congested intersection always at Plaza Quince.,traffic
I would like to report that may magnanakaw na umaaligid in Naga City People's Mall.,public_safety
"Concerned lang po kami sa mga bata, basura bumabara sa drainage dito sa SM Naga area.",waste_management
Please be informed that sira ang bubong ng waiting shed in the vicinity of UNC gate.,infrastructure
Gud pm. illegal jumper connection report s Plaza Quince. Tnx.,utilities
"Shoutout sa LGU, medical assistance for indigent sa Centro. Please actionan agad.",social_services
"Jusko, dumi ng aso sa sidewalk nanaman sa San Francisco. Ilang araw na to.",sanitation
Good day. We are requesting assistance because cctv camera not working at LCC Mall.,infrastructure
"Sir/Ma'am, pa-check naman po ng Panganiban Drive, vandalism sa pader ng school po kasi.",public_safety
Concern lng re: cash for work payout delay s San Felipe.,employment
Anyone from city hall? schedule ng tuli operation here in Plaza Quince. So hassle.,health
Anyone from city hall? walang doctor sa health center here in Plaza Rizal. So hassle.,health
Formal complaint: akyat bahay incident report located in Del Rosario.,public_safety
"Shoutout sa LGU, congested intersection always sa Metropolitan Cathedral. Please actionan agad.",traffic
Kailan po kaya maayos ang Peñafrancia? unsanitary street food vendors po kasi.,sanitation
Kailan po kaya maayos ang Centro? unsanitary street food vendors po kasi.,sanitation
Kailan po kaya maayos ang San Felipe? walang sidewalk na madaanan po kasi.,infrastructure
"Shoutout sa LGU, 4ps beneficiary inquiry sa Calauag. Please actionan agad.",social_services
Reporting a concern regarding kulang ang binigay na relief goods at SM Naga area.,social_services
Report ko lng walng benefits na binibigay d2 s SM Naga area.,employment
"Kami po ay taga Concepcion Pequeña, report ko lang na may magnanakaw na umaaligid.",public_safety
Formal complaint: unfinished road works causing traffic located in SM Naga area.,infrastructure
Concern lng re: social pension payout schedule s Peñafrancia.,social_services
To the City Government: livelihood program for mothers here in Concepcion Pequeña. Please investigate.,employment
URGENT: OPENINGS FOR CONSTRUCTION WORKERS D2 S ATENEO AVENUE.,employment
reporting a concern regarding ipis infestation sa public market at triangulo.,sanitation
Kailan po kaya maayos ang Plaza Quince? inom sa kalsada hanggang madaling araw po kasi.,public_safety
Update po s calamity loan inquiry s SM Naga area? Wala pa action.,social_services
report ko lng collapsed riprap s ilog d2 s balatas.,infrastructure
Please be informed that openings for construction workers in the vicinity of Concepcion Pequeña.,employment
Anyone from city hall? unfair labor practice sa trabaho here in Santa Cruz. So hassle.,employment
"Kami po ay taga San Isidro, report ko lang na riot ng mga kabataan kagabi.",public_safety
I would like to report that sobrang ingay ng videoke in Calauag.,public_safety
Gud pm. basketball court needs renovation s Naga City People's Mall. Tnx.,infrastructure
Parang wala namang action. tambak na basura sa kalsada pa rin sa Tinago.,sanitation
Good day. We are requesting assistance because stray dogs chasing people at Balatas.,health
HUY PANSININ NIYO NAMAN TO. DI HINAHAKOT ANG NABUBULOK SA ABELLA. NAKAKA-STRESS!,waste_management
"Concerned lang po kami sa mga bata, medical certificate request for indigent dito sa Centro.",health
Huy pansinin niyo naman to. financial aid for poor students sa SM Naga area. Nakaka-stress!,social_services
Parang wala namang action. collapsed riprap sa ilog pa rin sa Sabang.,infrastructure
"sir/ma'am, pa-check naman po ng balatas, road rage incident report po kasi.",traffic
Fyi openings for construction workers s Plaza Rizal.,employment
Concern lng re: feeding program request for kids s Sabng.,social_services
Fyi bato-bato s sskyan incidents s Magsysy Avenue.,public_safety
"Concerned lang po kami sa mga bata, basura bumabara sa drainage dito sa Concepcion Pequeña.",waste_management
"KAMI PO AY TAGA CARARAYAN, REPORT KO LANG NA BASURA BUMABARA SA DRAINAGE.",waste_management
"Kailan po kaya maayos ang Centro? sira ang tulay, delikado po kasi.",infrastructure
To the City Government: unsanitary street food vendors here in Panganiban Drive. Please investigate.,sanitation
Please be informed that kailan ang schedule ng hakot in the vicinity of Pacol.,waste_management
"Concerned lang po kami sa mga bata, double parking sa main road dito sa Dinaga.",traffic
"Sir/Ma'am, pa-check naman po ng Lerma, sobrang hina ng signal po kasi.",utilities
Anyone from city hall? illegal jumper connection report here in Abella. So hassle.,utilities
Magtatanong lang po regarding walang segregation policy sa UNC gate?,waste_management
"Kami po ay taga Del Rosario, report ko lang na grabe ang traffic ngayon.",traffic
"Kami po ay taga Panicuason, report ko lang na sobrang ingay ng videoke.",public_safety
Concern lng re: falling debris from construction s Plaza Rizal.,infrastructure
"Jusko, drainage cover is missing nanaman sa Del Rosario. Ilang araw na to.",infrastructure
Pwede ba mag-reklamo? sobrang hina ng signal kasi sa Peñafrancia. Thanks.,utilities
"Concerned lang po kami sa mga bata, public toilet walang tubig at madumi dito sa Plaza Rizal.",sanitation
Good day. We are requesting assistance because defective solar lights at Bagumbayan.,infrastructure
Formal complaint: illegal dismissal complaint located in Dinaga.,employment
"GRABE NAMAN, CHILD ABUSE REPORT DITO SA LIBOTON! ANO NA??",social_services
Good day. We are requesting assistance because dumi ng aso sa sidewalk at Del Rosario.,sanitation
Magtatanong lang po regarding inquiry for DOLE TUPAD program sa Cararayan?,employment
Gud pm. kalat ng basura s park s Peñafrancia. Tnx.,waste_management
"Shoutout sa LGU, di hinahakot ang nabubulok sa Bagumbayan. Please actionan agad.",waste_management
Kailan po kaya maayos ang Tinago? social pension payout schedule po kasi.,social_services
"Reporting a concern regarding busted ang street lights, madilim at Igualdad.",infrastructure
"Jusko, basurahan sa plaza puno na nanaman sa Triangulo. Ilang araw na to.",waste_management
"Jusko, grabe ang traffic ngayon nanaman sa Lerma. Ilang araw na to.",traffic
help. traffic enforcer nngongotong s lerma. pls fix.,traffic
Huy pansinin niyo naman to. cash for work payout delay sa Bicol Central Station. Nakaka-stress!,employment
Please be informed that ang lalim ng lubak sa daan in the vicinity of LCC Mall.,infrastructure
Please be informed that stray dogs chasing people in the vicinity of Dinaga.,health
Kailan po kaya maayos ang Plaza Rizal? openings for construction workers po kasi.,employment
MAGTATANONG LANG PO REGARDING LOW WATER PRESSURE TUWING UMAGA SA CALAUAG?,utilities
"Kami po ay taga SM Naga area, report ko lang na truck ban inquiry time.",traffic
Magtatanong lang po regarding bulky waste pickup request sa Concepcion Grande?,waste_management
Update po s public toilet walng tubig at madumi s Cararayan? Wala pa action.,sanitation
"Good day. We are requesting assistance because sira ang tulay, delikado at Naga City People's Mall.",infrastructure
Report ko lng may nag-aaway na lasing d2 s Centro.,public_safety
Pwede ba mag-reklamo? sparking wires sa poste kasi sa Del Rosario. Thanks.,utilities
"Ask ko lang po kung may action na, amoy imbornal ang paligid kasi dito sa Bicol Central Station.",sanitation
Formal complaint: unpaid overtime pay located in Sabang.,employment
"Shoutout sa LGU, recycling inquiry sa Lerma. Please actionan agad.",waste_management
"Concerned lang po kami sa mga bata, sobrang hina ng signal dito sa Dayangdang.",utilities
Urgent: drainage cover is missing d2 s Tringulo.,infrastructure
Magtatanong lang po regarding illegal parking sa kalsada sa Plaza Quince?,traffic
"Kami po ay taga Del Rosario, report ko lang na sira ang traffic light.",traffic
Please be informed that tricycle overcharging fare in the vicinity of Plaza Rizal.,traffic
Report ko lng sobrng hina ng signal d2 s Pacol.,utilities
Anyone from city hall? calamity loan inquiry here in Ecology Park. So hassle.,social_services
Gud pm. may putol na kable s daan s Pnganiban Drive. Tnx.,utilities
Help. unannounced water interruption s Del Rosrio. Pls fix.,utilities
"Ask ko lang po kung may action na, need oxygen tank assistance kasi dito sa Carolina.",health
Formal complaint: unpaid overtime pay located in Metropolitan Cathedral.,employment
"Jusko, may magnanakaw na umaaligid nanaman sa Jesse Robredo Coliseum. Ilang araw na to.",public_safety
"Sir/Ma'am, pa-check naman po ng San Francisco, busted ang street lights, madilim po kasi.",infrastructure
Huy pansinin niyo naman to. openings for construction workers sa Santa Cruz. Nakaka-stress!,employment
"Kami po ay taga Concepcion Pequeña, report ko lang na hindi dumaan ang garbage truck.",waste_management
"Shoutout sa LGU, meter reading error complaint sa Cararayan. Please actionan agad.",utilities
Please be informed that basura nakatambak sa harap ng school in the vicinity of Lerma.,sanitation
Anyone from city hall? kailan ang schedule ng hakot here in Concepcion Grande. So hassle.,waste_management
"Jusko, akyat bahay incident report nanaman sa San Francisco. Ilang araw na to.",public_safety
"Jusko, puno na ang septic tank nanaman sa San Isidro. Ilang araw na to.",sanitation
huy pansinin niyo naman to. burial assistance request sa panicuason. nakaka-stress!,social_services
"Ask ko lang po kung may action na, sparking wires sa poste kasi dito sa Diversion Road.",utilities
"Magtatanong lang po regarding sira ang tulay, delikado sa Plaza Rizal?",infrastructure
"Kami po ay taga Jesse Robredo Coliseum, report ko lang na illegal dismissal complaint.",employment
Please be informed that wala pa kaming natatanggap na ayuda in the vicinity of Igualdad.,social_services
Anyone from city hall? paano kumuha ng pwd id here in SM Naga area. So hassle.,social_services
Concern lng re: child abuse report s Bicol Central Station.,social_services
Pwede ba mag-reklamo? bato-bato sa sasakyan incidents kasi sa Centro. Thanks.,public_safety
Magtatanong lang po regarding cctv camera not working sa Mabolo?,infrastructure
Fyi discrimination s hiring process s Bicol Central Station.,employment
Good day. We are requesting assistance because livelihood program for mothers at San Francisco.,employment
Concern lng re: tuberculosis medication out of stock s Plaza Quince.,health
"Ask ko lang po kung may action na, low water pressure tuwing umaga kasi dito sa Peñafrancia.",utilities
"Jusko, recycling inquiry nanaman sa Tabuco. Ilang araw na to.",waste_management
Reporting a concern regarding tanod sleeping on duty at Bagumbayan.,public_safety
Please be informed that looking for summer job for students in the vicinity of San Francisco.,employment
Kailan po kaya maayos ang Diversion Road? tambak na basura sa kalsada po kasi.,sanitation
Reporting a concern regarding naghahanap ng trabaho at LCC Mall.,employment
Kailan po kaya maayos ang Cararayan? vandalism sa pader ng school po kasi.,public_safety
Gud pm. may nag-aaway na lasing s Tabuco. Tnx.,public_safety
Help. naghahanap ng trabaho s Sabng. Pls fix.,employment
"Grabe naman, basketball court needs renovation dito sa Bagumbayan! Ano na??",infrastructure
Please be informed that sparking wires sa poste in the vicinity of Balatas.,utilities
I would like to report that walang available na covid vaccine in Mabolo.,health
I would like to report that walang doctor sa health center in Concepcion Pequeña.,health
URGENT: MARUMI NG TUBIG NA LUMALABAS S GRIPO D2 S SANTA CRUZ.,sanitation
Magtatanong lang po regarding congested intersection always sa Mabolo?,traffic
Concern lng re: senior citizen pension delay s Calauag.,social_services
"Sir/Ma'am, pa-check naman po ng Bagumbayan, walang sidewalk na madaanan po kasi.",infrastructure
Gud pm. puno na ng septic tank s Concepcion Pequeña. Tnx.,sanitation
"Kami po ay taga Plaza Rizal, report ko lang na delayed ang sweldo ng workers.",employment
Concern lng re: need oxygen tank assistance s San Francisco.,health
"Ask ko lang po kung may action na, basura bumabara sa drainage kasi dito sa Diversion Road.",waste_management
Anyone from city hall? schedule ng tuli operation here in Plaza Rizal. So hassle.,health
PLEASE BE INFORMED THAT DOUBLE PARKING SA MAIN ROAD IN THE VICINITY OF SAN FRANCISCO.,traffic
Huy pansinin niyo naman to. cash for work payout delay sa Plaza Rizal. Nakaka-stress!,employment
Anyone from city hall? basurahan sa plaza puno na here in Peñafrancia. So hassle.,waste_management
"Shoutout sa LGU, tumataas ang cases ng dengue sa Balatas. Please actionan agad.",health
I would like to report that sobrang baho ng kanal in Centro.,sanitation
Good day. We are requesting assistance because estero needs cleaning at UNC gate.,sanitation
"Ask ko lang po kung may action na, puno na ang septic tank kasi dito sa San Francisco.",sanitation
Gud pm. vandalism s pader ng school s LCC Mall. Tnx.,public_safety
Formal complaint: sobrang hina ng signal located in Lerma.,utilities
"Ask ko lang po kung may action na, may magnanakaw na umaaligid kasi dito sa San Francisco.",public_safety
Pwede ba mag-reklamo? dead spot area for globe/smart kasi sa Liboton. Thanks.,utilities
"Kami po ay taga Igualdad, report ko lang na dead spot area for globe/smart.",utilities
Report ko lng recycling inquiry d2 s Tringulo.,waste_management
Huy pansinin niyo naman to. di hinahakot ang nabubulok sa Mabolo. Nakaka-stress!,waste_management
I would like to report that sobrang ingay ng videoke in SM Naga area.,public_safety
Parang wala namang action. counter-flow na tricycle pa rin sa Pacol.,traffic
"Shoutout sa LGU, kulang ang binigay na relief goods sa Concepcion Pequeña. Please actionan agad.",social_services
Help. public toilet walng tubig at madumi s Abella. Pls fix.,sanitation
Gud pm. basurahan s plaza puno na s Concepcion Pequeña. Tnx.,waste_management
URGENT: FADED PEDESTRIAN LANE MARKINGS D2 S PANICUASON.,traffic
Formal complaint: kalat ang basura sa park located in Balatas.,waste_management
Anyone from city hall? grabe ang traffic ngayon here in Balatas. So hassle.,traffic
"Shoutout sa LGU, bato-bato sa sasakyan incidents sa Concepcion Pequeña. Please actionan agad.",public_safety
"Grabe naman, ang lalim ng lubak sa daan dito sa Igualdad! Ano na??",infrastructure
Help. lost id replacement process s Tabuco. Pls fix.,social_services
"SIR/MA'AM, PA-CHECK NAMAN PO NG SAN ISIDRO, MABAHO ANG POULTRY SA RESIDENTIAL AREA PO KASI.",sanitation
"Shoutout sa LGU, naghahanap ng trabaho sa Bicol Central Station. Please actionan agad.",employment
Good day. We are requesting assistance because pest control request for barangay hall at Santa Cruz.,sanitation
update po s tesda training schedule inquiry s sabng? wala pa action.,employment
Pwede ba mag-reklamo? low water pressure tuwing umaga kasi sa San Felipe. Thanks.,utilities
"Shoutout sa LGU, vandalism sa pader ng school sa Dayangdang. Please actionan agad.",public_safety
Reporting a concern regarding masungit ang nurse sa clinic at Plaza Quince.,health
Formal complaint: fluctuating ang kuryente located in Sabang.,utilities
I would like to report that birthday cash gift for senior in Lerma.,social_services
"Grabe naman, di hinahakot ang nabubulok dito sa Lerma! Ano na??",waste_management
Concern lng re: unpaid overtime pay s Santa Cruz.,employment
Please be informed that riot ng mga kabataan kagabi in the vicinity of Pacol.,public_safety
"Jusko, clogged drainage causing smell nanaman sa Lerma. Ilang araw na to.",sanitation
Help. double parking s main road s Jesse Robredo Coliseum. Pls fix.,traffic
Help. looking for summer job for students s Lerma. Pls fix.,employment
Good day. We are requesting assistance because medical certificate request for indigent at Mabolo.,health
Report ko lng drainage cover is missing d2 s Abella.,infrastructure
Update po s livelihood program for mothers s Plaza Rizal? Wala pa action.,employment
"Kami po ay taga Concepcion Pequeña, report ko lang na street light flickering on and off.",utilities
Kailan po kaya maayos ang Tabuco? shocking electricity bill amount po kasi.,utilities
Reporting a concern regarding traffic rerouting confusion at San Felipe.,traffic
I would like to report that congested intersection always in Tinago.,traffic
I would like to report that cash for work payout delay in Naga City People's Mall.,employment
GOOD DAY. WE ARE REQUESTING ASSISTANCE BECAUSE NEED OXYGEN TANK ASSISTANCE AT SANTA CRUZ.,health
Update po s nawalan ng internet connection s Metropolitan Cathedral? Wala pa action.,utilities
Fyi road rage incident report s Santa Cruz.,traffic
Help. unannounced water interruption s UNC gate. Pls fix.,utilities
Magtatanong lang po regarding lost id replacement process sa Ecology Park?,social_services
Pwede ba mag-reklamo? unfinished road works causing traffic kasi sa Centro. Thanks.,infrastructure
