text,category
"Grabe naman, traffic rerouting confusion dito sa Triangulo! Ano na??",traffic
"Jusko, kailan ang schedule ng hakot nanaman sa San Felipe. Ilang araw na to.",waste_management
Report ko lng feeding program request for kids d2 s Diversion Road.,social_services
"Jusko, discrimination sa hiring process nanaman sa San Isidro. Ilang araw na to.",employment
Urgent: pagtapon ng basura s ilog d2 s Plaza Rizal.,waste_management
good day. we are requesting assistance because unfinished road works causing traffic at tinago.,infrastructure
"Kami po ay taga Igualdad, report ko lang na unpaid overtime pay.",employment
Report ko lng walng doctor s health center d2 s Tinago.,health
HELP. HINDI DUMAAN NG GARBAGE TRUCK S PNGANIBAN DRIVE. PLS FIX.,waste_management
Huy pansinin niyo naman to. hiring ba ng security guard sa Balatas. Nakaka-stress!,employment
Please be informed that unannounced water interruption in the vicinity of Dayangdang.,utilities
"SHOUTOUT SA LGU, NAGSUSUNOG NG PLASTIC ANG KAPITBAHAY SA CAROLINA. PLEASE ACTIONAN AGAD.",waste_management
"jusko, kalat ang basura sa park nanaman sa cararayan. ilang araw na to.",waste_management
Kailan po kaya maayos ang Ateneo Avenue? low water pressure tuwing umaga po kasi.,utilities
Pwede ba mag-reklamo? drainage cover is missing kasi sa Dinaga. Thanks.,infrastructure
Kailan po kaya maayos ang Pacol? paano kumuha ng pwd id po kasi.,social_services
Good day. We are requesting assistance because bulky waste pickup request at Calauag.,waste_management
Reporting a concern regarding solo parent benefits inquiry at Ecology Park.,social_services
gud pm. water pipe leak s kalsda s magsysy avenue. tnx.,utilities
"Kami po ay taga San Francisco, report ko lang na ang lalim ng lubak sa daan.",infrastructure
Report ko lng inquiry for DOLE TUPAD program d2 s Tabuco.,employment
To the City Government: livelihood program for mothers here in Sabang. Please investigate.,employment
KAILAN PO KAYA MAAYOS ANG TINAGO? ILLEGAL JUMPER CONNECTION REPORT PO KASI.,utilities
"Kailan po kaya maayos ang Dayangdang? busted ang street lights, madilim po kasi.",infrastructure
I would like to report that nagsusunog ng plastic ang kapitbahay in Concepcion Pequeña.,waste_management
Concern lng re: snatching incident s kanto s Plaza Quince.,public_safety
Magtatanong lang po regarding no entry violation reports sa San Francisco?,traffic
"Ask ko lang po kung may action na, meter reading error complaint kasi dito sa Panicuason.",utilities
"Sir/Ma'am, pa-check naman po ng Tabuco, tricycle overcharging fare po kasi.",traffic
Pwede ba mag-reklamo? may nag-aaway na lasing kasi sa Panganiban Drive. Thanks.,public_safety
FYI NAGHAHANAP NG TRABAHO S PANICUASON.,employment
"Sir/Ma'am, pa-check naman po ng Centro, stray dogs chasing people po kasi.",health
Formal complaint: schedule ng tuli operation located in Bicol Central Station.,health
Reporting a concern regarding inquiry for DOLE TUPAD program at Plaza Rizal.,employment
Good day. We are requesting assistance because colorum vehicles operating at San Isidro.,traffic
ANYONE FROM CITY HALL? TESDA TRAINING SCHEDULE INQUIRY HERE IN SM NAGA AREA. SO HASSLE.,employment
"Sir/Ma'am, pa-check naman po ng Abella, need oxygen tank assistance po kasi.",health
"Sir/Ma'am, pa-check naman po ng Lerma, inom sa kalsada hanggang madaling araw po kasi.",public_safety
Magtatanong lang po regarding pest control request for barangay hall sa Ateneo Avenue?,sanitation
Report ko lng contractualization issue d2 s Carolina.,employment
"Grabe naman, street light flickering on and off dito sa Diversion Road! Ano na??",utilities
Help. double parking s main road s Panicuason. Pls fix.,traffic
"Sir/Ma'am, pa-check naman po ng Centro, kailan ang schedule ng hakot po kasi.",waste_management
"ASK KO LANG PO KUNG MAY ACTION NA, REQUESTING POLICE VISIBILITY KASI DITO SA CALAUAG.",public_safety
I would like to report that tumataas ang cases ng dengue in Concepcion Grande.,health
Formal complaint: sumabog ang transformer located in Cararayan.,utilities
Parang wala namang action. penalty for littering inquiry pa rin sa Cararayan.,waste_management
Report ko lng dumi ng aso s sidewalk d2 s Metropolitan Cathedral.,sanitation
"SHOUTOUT SA LGU, PENALTY FOR LITTERING INQUIRY SA TRIANGULO. PLEASE ACTIONAN AGAD.",waste_management
"Ask ko lang po kung may action na, suspicious person taking photos kasi dito sa Ateneo Avenue.",public_safety
Good day. We are requesting assistance because grabe ang traffic ngayon at Plaza Quince.,traffic
Fyi low water pressure tuwing umaga s Naga City People's Mall.,utilities
help. unfinished road works causing traffic s diversion road. pls fix.,infrastructure
TO THE CITY GOVERNMENT: FEEDING PROGRAM REQUEST FOR KIDS HERE IN LIBOTON. PLEASE INVESTIGATE.,social_services
Good day. We are requesting assistance because ang lalim ng lubak sa daan at Naga City People's Mall.,infrastructure
"Concerned lang po kami sa mga bata, openings for construction workers dito sa Peñafrancia.",employment
Report ko lng walng available na covid vaccine d2 s Igualdad.,health
To the City Government: tesda training schedule inquiry here in Abella. Please investigate.,employment
"Concerned lang po kami sa mga bata, vandalism sa pader ng school dito sa Lerma.",public_safety
"KAMI PO AY TAGA SAN FRANCISCO, REPORT KO LANG NA BASKETBALL COURT NEEDS RENOVATION.",infrastructure
kailan po kaya maayos ang balatas? hindi dumaan ang garbage truck po kasi.,waste_management
Gud pm. may putol na kable s daan s San Francisco. Tnx.,utilities
Fyi unannounced water interruption s Balatas.,utilities
Fyi pagtapon ng basura s ilog s San Felipe.,waste_management
Kailan po kaya maayos ang Magsaysay Avenue? marumi ang tubig na lumalabas sa gripo po kasi.,sanitation
Urgent: shocking electricity bill amount d2 s San Francisco.,utilities
To the City Government: unannounced water interruption here in Liboton. Please investigate.,utilities
Report ko lng kailan ng next job fair d2 s Diversion Road.,employment
Fyi burial assistance request s Tinago.,social_services
"Jusko, contractualization issue nanaman sa Bagumbayan. Ilang araw na to.",employment
"Jusko, dead spot area for globe/smart nanaman sa Bicol Central Station. Ilang araw na to.",utilities
Pwede ba mag-reklamo? dead spot area for globe/smart kasi sa Tabuco. Thanks.,utilities
"SHOUTOUT SA LGU, ILLEGAL PARKING SA KALSADA SA CENTRO. PLEASE ACTIONAN AGAD.",traffic
To the City Government: road widening project delay here in Plaza Quince. Please investigate.,infrastructure
Urgent: walng garbage collector personnel d2 s Del Rosrio.,waste_management
Pwede ba mag-reklamo? may patay na daga sa daan kasi sa Calauag. Thanks.,sanitation
Pwede ba mag-reklamo? tesda training schedule inquiry kasi sa Triangulo. Thanks.,employment
Pwede ba mag-reklamo? colorum vehicles operating kasi sa Concepcion Grande. Thanks.,traffic
pwede ba mag-reklamo? illegal parking sa kalsada kasi sa ateneo avenue. thanks.,traffic
Formal complaint: need namin ng schedule for anti-rabies located in Magsaysay Avenue.,health
Urgent: stray dogs chasing people d2 s Abella.,health
Anyone from city hall? senior citizen pension delay here in Pacol. So hassle.,social_services
Pwede ba mag-reklamo? unfinished road works causing traffic kasi sa Triangulo. Thanks.,infrastructure
Concern lng re: walng sidewalk na madaanan s Metropolitan Cathedral.,infrastructure
Gud pm. child abuse report s Pacol. Tnx.,social_services
Kailan po kaya maayos ang Magsaysay Avenue? solo parent benefits inquiry po kasi.,social_services
"Grabe naman, suspicious person taking photos dito sa Cararayan! Ano na??",public_safety
Help. schedule ng tuli operation s Cararayan. Pls fix.,health
Parang wala namang action. walang segregation policy pa rin sa Pacol.,waste_management
Concern lng re: kailan ng schedule ng hakot s Cararayan.,waste_management
Parang wala namang action. paano kumuha ng pwd id pa rin sa Diversion Road.,social_services
Anyone from city hall? walang tubig simula kanina here in Plaza Rizal. So hassle.,utilities
"Grabe naman, schedule ng tuli operation dito sa Tinago! Ano na??",health
"Grabe naman, nagkalat na used face masks dito sa Jesse Robredo Coliseum! Ano na??",sanitation
"CONCERNED LANG PO KAMI SA MGA BATA, INQUIRY FOR DOLE TUPAD PROGRAM DITO SA CARARAYAN.",employment
Kailan po kaya maayos ang Plaza Rizal? colorum vehicles operating po kasi.,traffic
"Ask ko lang po kung may action na, stray dogs chasing people kasi dito sa Santa Cruz.",health
Pwede ba mag-reklamo? delayed ang sweldo ng workers kasi sa Bicol Central Station. Thanks.,employment
"Concerned lang po kami sa mga bata, drag racing ng motor sa gabi dito sa Peñafrancia.",public_safety
"Grabe naman, sparking wires sa poste dito sa Dayangdang! Ano na??",utilities
To the City Government: defective solar lights here in San Isidro. Please investigate.,infrastructure
Pwede ba mag-reklamo? need namin ng schedule for anti-rabies kasi sa Tinago. Thanks.,health
Report ko lng drag racing ng motor s gabi d2 s Tabuco.,public_safety
Update po s traffic enforcer nngongotong s Balatas? Wala pa action.,traffic
Help. colorum vehicles operating s Bagumbayan. Pls fix.,traffic
To the City Government: unpaid overtime pay here in Concepcion Pequeña. Please investigate.,employment
"Jusko, double parking sa main road nanaman sa Liboton. Ilang araw na to.",traffic
Update po s traffic rerouting confusion s Jesse Robredo Coliseum? Wala pa action.,traffic
Huy pansinin niyo naman to. walang tubig simula kanina sa Naga City People's Mall. Nakaka-stress!,utilities
Magtatanong lang po regarding sobrang baho ng kanal sa Ateneo Avenue?,sanitation
Parang wala namang action. stray dogs chasing people pa rin sa Panicuason.,health
"Grabe naman, need oxygen tank assistance dito sa Cararayan! Ano na??",health
Help. jeepney cutting trip violation s Metropolitan Cathedral. Pls fix.,traffic
Anyone from city hall? feeding program request for kids here in Naga City People's Mall. So hassle.,social_services
"Jusko, need namin ng schedule for anti-rabies nanaman sa Sabang. Ilang araw na to.",health
"Good day. We are requesting assistance because busted ang street lights, madilim at Bagumbayan.",infrastructure
"Kami po ay taga SM Naga area, report ko lang na estero needs cleaning.",sanitation
Report ko lng ng lalim ng lubak s daan d2 s Dinaga.,infrastructure
Kailan po kaya maayos ang Mabolo? sparking wires sa poste po kasi.,utilities
"Shoutout sa LGU, delayed ang sweldo ng workers sa Diversion Road. Please actionan agad.",employment
"Shoutout sa LGU, dead spot area for globe/smart sa Panicuason. Please actionan agad.",utilities
Formal complaint: basurahan sa plaza puno na located in Jesse Robredo Coliseum.,waste_management
Gud pm. burial assistance request s Pacol. Tnx.,social_services
"Concerned lang po kami sa mga bata, may putol na kable sa daan dito sa Bicol Central Station.",utilities
"Shoutout sa LGU, may patay na daga sa daan sa Peñafrancia. Please actionan agad.",sanitation
"Kami po ay taga Pacol, report ko lang na unsanitary street food vendors.",sanitation
Report ko lng unfair labor practice s trabaho d2 s Lerma.,employment
"Shoutout sa LGU, solo parent benefits inquiry sa Ecology Park. Please actionan agad.",social_services
Report ko lng traffic rerouting confusion d2 s Ecology Park.,traffic
"Shoutout sa LGU, diarrhea outbreak due to dirty water sa UNC gate. Please actionan agad.",health
"Kami po ay taga Pacol, report ko lang na livelihood program for mothers.",employment
Reporting a concern regarding financial aid for poor students at Metropolitan Cathedral.,social_services
Kailan po kaya maayos ang Naga City People's Mall? looking for summer job for students po kasi.,employment
"Jusko, riot ng mga kabataan kagabi nanaman sa Naga City People's Mall. Ilang araw na to.",public_safety
"Jusko, riot ng mga kabataan kagabi nanaman sa Calauag. Ilang araw na to.",public_safety
Please be informed that burial assistance request in the vicinity of San Isidro.,social_services
Reporting a concern regarding basura bumabara sa drainage at LCC Mall.,waste_management
Help. sparking wires s poste s Bagumbayan. Pls fix.,utilities
"Grabe naman, kulang ang binigay na relief goods dito sa Ateneo Avenue! Ano na??",social_services
Update po s grabe ng traffic ngayon s Pnganiban Drive? Wala pa action.,traffic
"Concerned lang po kami sa mga bata, 4ps beneficiary inquiry dito sa Carolina.",social_services
Report ko lng may patay na daga s daan d2 s Concepcion Grande.,sanitation
Help. tumataas ng cases ng dengue s Ateneo Avenue. Pls fix.,health
formal complaint: counter-flow na tricycle located in carolina.,traffic
"Sir/Ma'am, pa-check naman po ng Abella, suspicious person taking photos po kasi.",public_safety
Urgent: walng sidewalk na madaanan d2 s Santa Cruz.,infrastructure
Anyone from city hall? falling debris from construction here in San Isidro. So hassle.,infrastructure
"Jusko, sobrang hina ng signal nanaman sa Sabang. Ilang araw na to.",utilities
Anyone from city hall? walang garbage collector personnel here in Tabuco. So hassle.,waste_management
"Jusko, illegal jumper connection report nanaman sa Peñafrancia. Ilang araw na to.",utilities
GUD PM. UNSNITARY STREET FOOD VENDORS S CALAUAG. TNX.,sanitation
Urgent: no entry violation reports d2 s Carolina.,traffic
To the City Government: sumabog ang transformer here in Centro. Please investigate.,utilities
Pwede ba mag-reklamo? senior citizen pension delay kasi sa San Isidro. Thanks.,social_services
"Shoutout sa LGU, road obstruction by vendors sa Dinaga. Please actionan agad.",traffic
"Jusko, unsanitary street food vendors nanaman sa San Francisco. Ilang araw na to.",sanitation
I would like to report that counter-flow na tricycle in Igualdad.,traffic
Kailan po kaya maayos ang LCC Mall? jeepney cutting trip violation po kasi.,traffic
"Concerned lang po kami sa mga bata, sobrang hina ng signal dito sa Abella.",utilities
Kailan po kaya maayos ang San Isidro? double parking sa main road po kasi.,traffic
Kailan po kaya maayos ang Centro? walang tubig simula kanina po kasi.,utilities
Kailan po kaya maayos ang Bagumbayan? sobrang dilim ng eskinita po kasi.,public_safety
Reporting a concern regarding tricycle overcharging fare at San Isidro.,traffic
Gud pm. street light flickering on and off s Del Rosrio. Tnx.,utilities
To the City Government: unannounced water interruption here in San Felipe. Please investigate.,utilities
Report ko lng low water pressure tuwing umaga d2 s Tabuco.,utilities
Concern lng re: water pipe leak s kalsda s Ecology Park.,utilities
"Jusko, estero needs cleaning nanaman sa Carolina. Ilang araw na to.",sanitation
Urgent: tambak na basura s kalsda d2 s Tinago.,sanitation
"Sir/Ma'am, pa-check naman po ng Liboton, unannounced water interruption po kasi.",utilities
Report ko lng solo parent benefits inquiry d2 s Ateneo Avenue.,social_services
Report ko lng di hinahakot ng nabubulok d2 s Pacol.,waste_management
Anyone from city hall? maraming bata ang nilalagnat here in Triangulo. So hassle.,health
HUY PANSININ NIYO NAMAN TO. REQUESTING POLICE VISIBILITY SA TRIANGULO. NAKAKA-STRESS!,public_safety
help. sira ng bubong ng waiting shed s pacol. pls fix.,infrastructure
"SIR/MA'AM, PA-CHECK NAMAN PO NG PACOL, PUBLIC TOILET WALANG TUBIG AT MADUMI PO KASI.",sanitation
please be informed that 4ps beneficiary inquiry in the vicinity of centro.,social_services
"Ask ko lang po kung may action na, bitak-bitak na ang pader kasi dito sa Centro.",infrastructure
"Ask ko lang po kung may action na, estero needs cleaning kasi dito sa Pacol.",sanitation
Kailan po kaya maayos ang Triangulo? double parking sa main road po kasi.,traffic
Pwede ba mag-reklamo? cctv camera not working kasi sa Plaza Quince. Thanks.,infrastructure
URGENT: BROWNOUT NANAMAN D2 D2 S CARARAYAN.,utilities
Good day. We are requesting assistance because contractualization issue at San Isidro.,employment
Concern lng re: senior citizen pension delay s Metropolitan Cathedral.,social_services
Formal complaint: tumataas ang cases ng dengue located in Plaza Quince.,health
Pwede ba mag-reklamo? public toilet walang tubig at madumi kasi sa Panicuason. Thanks.,sanitation
Fyi delayed ng sweldo ng workers s San Isidro.,employment
"Shoutout sa LGU, livelihood program for mothers sa Ateneo Avenue. Please actionan agad.",employment
report ko lng slippery pathway due to moss d2 s tabuco.,infrastructure
Report ko lng nawalan ng internet connection d2 s Ecology Park.,utilities
Update po s unfinished road works causing traffic s Plaza Rizal? Wala pa action.,infrastructure
"Good day. We are requesting assistance because sira ang tulay, delikado at Sabang.",infrastructure
UPDATE PO S COUNTER-FLOW NA TRICYCLE S MAGSYSY AVENUE? WALA PA ACTION.,traffic
To the City Government: street light flickering on and off here in Cararayan. Please investigate.,utilities
"Grabe naman, nagkalat na used face masks dito sa Liboton! Ano na??",sanitation
I would like to report that counter-flow na tricycle in Tinago.,traffic
Anyone from city hall? paano kumuha ng pwd id here in Concepcion Grande. So hassle.,social_services
"Kailan po kaya maayos ang Abella? busted ang street lights, madilim po kasi.",infrastructure
Reporting a concern regarding akyat bahay incident report at Peñafrancia.,public_safety
"Shoutout sa LGU, colorum vehicles operating sa Calauag. Please actionan agad.",traffic
To the City Government: gang war threat here in Cararayan. Please investigate.,public_safety
"Shoutout sa LGU, nakatagilid na ang poste sa Plaza Quince. Please actionan agad.",infrastructure
gud pm. stray dogs chasing people s del rosrio. tnx.,health
Reporting a concern regarding basurahan sa plaza puno na at Triangulo.,waste_management
Pwede ba mag-reklamo? akyat bahay incident report kasi sa Mabolo. Thanks.,public_safety
"Kami po ay taga Ateneo Avenue, report ko lang na sira ang traffic light.",traffic
Update po s senior citizen pension delay s Metropolitan Cathedral? Wala pa action.,social_services
Reporting a concern regarding illegal dismissal complaint at LCC Mall.,employment
Huy pansinin niyo naman to. akyat bahay incident report sa Jesse Robredo Coliseum. Nakaka-stress!,public_safety
Good day. We are requesting assistance because road widening project delay at Sabang.,infrastructure
Report ko lng walng segregation policy d2 s Ateneo Avenue.,waste_management
Huy pansinin niyo naman to. may magnanakaw na umaaligid sa Concepcion Pequeña. Nakaka-stress!,public_safety
Huy pansinin niyo naman to. requesting ambulance assistance sa San Francisco. Nakaka-stress!,health
"Ask ko lang po kung may action na, malnourished children feeding program kasi dito sa Abella.",health
"Reporting a concern regarding daming lamok, need fumigation at Naga City People's Mall.",health
Reporting a concern regarding flu outbreak sa area namin at Diversion Road.,health
Concern lng re: sobrng hina ng signal s Panicuason.,utilities
concern lng re: gng war threat s concepcion pequeña.,public_safety
Kailan po kaya maayos ang Bagumbayan? drainage cover is missing po kasi.,infrastructure
"Shoutout sa LGU, sobrang hina ng signal sa Panicuason. Please actionan agad.",utilities
"Ask ko lang po kung may action na, may putol na kable sa daan kasi dito sa Magsaysay Avenue.",utilities
Report ko lng recycling inquiry d2 s Sabng.,waste_management
"Kami po ay taga Triangulo, report ko lang na shocking electricity bill amount.",utilities
Anyone from city hall? dirty water supply form faucet here in San Isidro. So hassle.,utilities
Good day. We are requesting assistance because faded pedestrian lane markings at Dinaga.,traffic
Reporting a concern regarding dirty water supply form faucet at Mabolo.,utilities
Concern lng re: akyat bahay incident report s San Felipe.,public_safety
Urgent: walng benefits na binibigay d2 s Plaza Rizal.,employment
"Shoutout sa LGU, walang doctor sa health center sa Dayangdang. Please actionan agad.",health
"Grabe naman, illegal dismissal complaint dito sa Abella! Ano na??",employment
"Sir/Ma'am, pa-check naman po ng Tabuco, slippery pathway due to moss po kasi.",infrastructure
Update po s walng segregation policy s LCC Mall? Wala pa action.,waste_management
Gud pm. inom s kalsda hnggng madaling araw s Peñafrancia. Tnx.,public_safety
anyone from city hall? child abuse report here in calauag. so hassle.,social_services
"Ask ko lang po kung may action na, daming lamok, need fumigation kasi dito sa Diversion Road.",health
Help. collapsed riprap s ilog s Dinaga. Pls fix.,infrastructure
Concern lng re: brownout nanaman d2 s Metropolitan Cathedral.,utilities
Update po s kulng ng binigay na relief goods s UNC gate? Wala pa action.,social_services
Concern lng re: slippery pathway due to moss s Ecology Park.,infrastructure
PLEASE BE INFORMED THAT UNSANITARY STREET FOOD VENDORS IN THE VICINITY OF METROPOLITAN CATHEDRAL.,sanitation
"Jusko, akyat bahay incident report nanaman sa Calauag. Ilang araw na to.",public_safety
"Grabe naman, vandalism sa pader ng school dito sa San Felipe! Ano na??",public_safety
Anyone from city hall? medical assistance for indigent here in San Isidro. So hassle.,social_services
"Shoutout sa LGU, walang doctor sa health center sa Panganiban Drive. Please actionan agad.",health
KAILAN PO KAYA MAAYOS ANG PACOL? BATO-BATO SA SASAKYAN INCIDENTS PO KASI.,public_safety
Anyone from city hall? slippery pathway due to moss here in Sabang. So hassle.,infrastructure
Magtatanong lang po regarding pest control request for barangay hall sa Magsaysay Avenue?,sanitation
"Grabe naman, mabaho ang poultry sa residential area dito sa Metropolitan Cathedral! Ano na??",sanitation
Please be informed that truck ban inquiry time in the vicinity of Centro.,traffic
Help. shocking electricity bill amount s Calauag. Pls fix.,utilities
"Sir/Ma'am, pa-check naman po ng Mabolo, clogged drainage causing smell po kasi.",sanitation
update po s gng war threat s calauag? wala pa action.,public_safety
Help. need namin ng schedule for anti-rabies s Mabolo. Pls fix.,health
Huy pansinin niyo naman to. curfew violation ng mga minor sa Cararayan. Nakaka-stress!,public_safety
Good day. We are requesting assistance because sobrang baho ng kanal at Dayangdang.,sanitation
"Ask ko lang po kung may action na, requesting police visibility kasi dito sa Plaza Quince.",public_safety
Urgent: walng available na covid vaccine d2 s Abella.,health
Huy pansinin niyo naman to. suspicious drug related activity sa Ecology Park. Nakaka-stress!,public_safety
Update po s bato-bato s sskyan incidents s Naga City People's Mall? Wala pa action.,public_safety
Anyone from city hall? defective solar lights here in Bicol Central Station. So hassle.,infrastructure
"Jusko, walang available na covid vaccine nanaman sa Panganiban Drive. Ilang araw na to.",health
I would like to report that illegal dumping site sa vacant lot in Metropolitan Cathedral.,waste_management
Anyone from city hall? sobrang baho ng kanal here in LCC Mall. So hassle.,sanitation
"Sir/Ma'am, pa-check naman po ng Plaza Rizal, busted ang street lights, madilim po kasi.",infrastructure
Magtatanong lang po regarding kailan ang schedule ng hakot sa Magsaysay Avenue?,waste_management
Help. kailan ng next job fair s Lerma. Pls fix.,employment
Concern lng re: employer not paying SSS contribution s Bagumbayan.,employment
Gud pm. penalty for littering inquiry s Ateneo Avenue. Tnx.,waste_management
Concern lng re: walng garbage collector personnel s Tabuco.,waste_management
Anyone from city hall? illegal dismissal complaint here in Pacol. So hassle.,employment
I would like to report that falling debris from construction in Bicol Central Station.,infrastructure
Anyone from city hall? employer not paying SSS contribution here in Plaza Quince. So hassle.,employment
Help. social pension payout schedule s Plaza Rizal. Pls fix.,social_services
"Sir/Ma'am, pa-check naman po ng Naga City People's Mall, snatching incident sa kanto po kasi.",public_safety
Reporting a concern regarding contractualization issue at Metropolitan Cathedral.,employment
"Sir/Ma'am, pa-check naman po ng Carolina, snatching incident sa kanto po kasi.",public_safety
Concern lng re: inquiry for DOLE TUPAD program s Ateneo Avenue.,employment
"Fyi daming lamok, need fumigation s Ateneo Avenue.",health
Huy pansinin niyo naman to. flu outbreak sa area namin sa Metropolitan Cathedral. Nakaka-stress!,health
"Ask ko lang po kung may action na, puno na ang septic tank kasi dito sa Naga City People's Mall.",sanitation
"Kami po ay taga Dinaga, report ko lang na diarrhea outbreak due to dirty water.",health
Good day. We are requesting assistance because kalat ang basura sa park at Plaza Rizal.,waste_management
"Grabe naman, tumataas ang cases ng dengue dito sa Calauag! Ano na??",health
Fyi double parking s main road s Abella.,traffic
"Ask ko lang po kung may action na, composting facility foul odor kasi dito sa Peñafrancia.",waste_management
"Concerned lang po kami sa mga bata, lost id replacement process dito sa Ateneo Avenue.",social_services
"Concerned lang po kami sa mga bata, illegal parking sa kalsada dito sa Calauag.",traffic
Update po s public toilet walng tubig at madumi s Peñafrancia? Wala pa action.,sanitation
"concerned lang po kami sa mga bata, low water pressure tuwing umaga dito sa lerma.",utilities
"Formal complaint: daming lamok, need fumigation located in Jesse Robredo Coliseum.",health
Update po s sobrng ingay ng videoke s Abella? Wala pa action.,public_safety
"Sir/Ma'am, pa-check naman po ng Cararayan, recycling inquiry po kasi.",waste_management
"Concerned lang po kami sa mga bata, requesting police visibility dito sa Concepcion Grande.",public_safety
Please be informed that malnourished children feeding program in the vicinity of Calauag.,health
Urgent: basura bumabara s drainage d2 s Magsysy Avenue.,waste_management
"Sir/Ma'am, pa-check naman po ng Lerma, illegal dumping site sa vacant lot po kasi.",waste_management
Help. employer not paying SSS contribution s Mabolo. Pls fix.,employment
Update po s sira ng traffic light s Concepcion Grande? Wala pa action.,traffic
Urgent: barngay hall renovation request d2 s Tringulo.,infrastructure
"Ask ko lang po kung may action na, kailan ang next job fair kasi dito sa Dinaga.",employment
Parang wala namang action. tanod sleeping on duty pa rin sa San Isidro.,public_safety
"Concerned lang po kami sa mga bata, suspicious person taking photos dito sa Balatas.",public_safety
Reporting a concern regarding child abuse report at Dinaga.,social_services
Fyi akyat bahay incident report s Carolina.,public_safety
Gud pm. composting facility foul odor s Plaza Rizal. Tnx.,waste_management
Fyi wala pa kaming natatnggap na ayuda s Liboton.,social_services
Magtatanong lang po regarding need namin ng schedule for anti-rabies sa Lerma?,health
To the City Government: brownout nanaman dito here in Carolina. Please investigate.,utilities
formal complaint: unannounced water interruption located in peñafrancia.,utilities
Parang wala namang action. calamity loan inquiry pa rin sa Concepcion Grande.,social_services
Reporting a concern regarding puno na ang septic tank at Panganiban Drive.,sanitation
Fyi drag racing ng motor s gabi s Pacol.,public_safety
magtatanong lang po regarding feeding program request for kids sa concepcion pequeña?,social_services
Urgent: illegal jumper connection report d2 s Mabolo.,utilities
Concern lng re: drag racing ng motor s gabi s Metropolitan Cathedral.,public_safety
Help. medical certificate request for indigent s Peñafrancia. Pls fix.,health
"Jusko, composting facility foul odor nanaman sa Lerma. Ilang araw na to.",waste_management
Fyi sumabog ng transformer s Tringulo.,utilities
I would like to report that truck ban inquiry time in Panicuason.,traffic
Please be informed that lost id replacement process in the vicinity of Plaza Quince.,social_services
Reporting a concern regarding bulky waste pickup request at Sabang.,waste_management
"Gud pm. sira ng tulay, delikado s Panicuason. Tnx.",infrastructure
"Ask ko lang po kung may action na, daming lamok, need fumigation kasi dito sa Abella.",health
I would like to report that openings for construction workers in Jesse Robredo Coliseum.,employment
Reporting a concern regarding discrimination sa hiring process at Lerma.,employment
Reporting a concern regarding illegal jumper connection report at Dinaga.,utilities
"Gud pm. busted ng street lights, madilim s Cararayan. Tnx.",infrastructure
"Ask ko lang po kung may action na, collapsed riprap sa ilog kasi dito sa Panganiban Drive.",infrastructure
"Ask ko lang po kung may action na, pagtapon ng basura sa ilog kasi dito sa San Francisco.",waste_management
UPDATE PO S SOBRNG INGAY NG VIDEOKE S CAROLINA? WALA PA ACTION.,public_safety
Reporting a concern regarding openings for construction workers at San Isidro.,employment
Kailan po kaya maayos ang Sabang? burial assistance request po kasi.,social_services
Please be informed that nagsusunog ng plastic ang kapitbahay in the vicinity of Ecology Park.,waste_management
Anyone from city hall? akyat bahay incident report here in SM Naga area. So hassle.,public_safety
Magtatanong lang po regarding naghahanap ng trabaho sa Dinaga?,employment
"Shoutout sa LGU, walang benefits na binibigay sa Concepcion Pequeña. Please actionan agad.",employment
"Ask ko lang po kung may action na, road widening project delay kasi dito sa Triangulo.",infrastructure
Concern lng re: medical assistance for indigent s Dayngdng.,social_services
Please be informed that truck ban inquiry time in the vicinity of Concepcion Grande.,traffic
"Concerned lang po kami sa mga bata, ang lalim ng lubak sa daan dito sa Triangulo.",infrastructure
Fyi kailan ng schedule ng hakot s Jesse Robredo Coliseum.,waste_management
"Ask ko lang po kung may action na, birthday cash gift for senior kasi dito sa Igualdad.",social_services
Report ko lng walng tubig simula kanina d2 s Tinago.,utilities
Formal complaint: walang tubig simula kanina located in Bagumbayan.,utilities
"Jusko, mabaho ang poultry sa residential area nanaman sa Tinago. Ilang araw na to.",sanitation
I would like to report that diarrhea outbreak due to dirty water in Pacol.,health
Gud pm. cctv camera not working s Calauag. Tnx.,infrastructure
parang wala namang action. mabaho ang poultry sa residential area pa rin sa balatas.,sanitation
"Jusko, gang war threat nanaman sa Ecology Park. Ilang araw na to.",public_safety
Update po s meter reading error complaint s Ateneo Avenue? Wala pa action.,utilities
"Sir/Ma'am, pa-check naman po ng Tinago, unfinished road works causing traffic po kasi.",infrastructure
Fyi jeepney cutting trip violation s Dayngdng.,traffic
update po s clogged drainage causing smell s del rosrio? wala pa action.,sanitation
kailan po kaya maayos ang balatas? need oxygen tank assistance po kasi.,health
Huy pansinin niyo naman to. congested intersection always sa UNC gate. Nakaka-stress!,traffic
Parang wala namang action. birthday cash gift for senior pa rin sa Igualdad.,social_services
TO THE CITY GOVERNMENT: SOBRANG DILIM NG ESKINITA HERE IN TABUCO. PLEASE INVESTIGATE.,public_safety
I would like to report that nakatagilid na ang poste in Bagumbayan.,infrastructure
"Shoutout sa LGU, walang benefits na binibigay sa Triangulo. Please actionan agad.",employment
"Grabe naman, illegal dismissal complaint dito sa Mabolo! Ano na??",employment
Magtatanong lang po regarding double parking sa main road sa Pacol?,traffic
